"Resident
Town ID",District ID,Resident Town,Sent to District,School Year,School Type,PK,K,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,Total
117,,Redding,Avon,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2
117,,Redding,Bethel,2010-11,Nonpublic,0,1,0,0,2,2,0,0,0,0,0,0,0,0,5
117,,Redding,Bethlehem,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
117,,Redding,Danbury,2010-11,Nonpublic,3,1,2,1,0,1,0,0,0,1,2,5,3,6,25
117,,Redding,Easton,2010-11,Nonpublic,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
117,,Redding,Fairfield,2010-11,Nonpublic,0,0,0,3,0,3,3,2,2,1,3,1,3,0,21
117,,Redding,Farmington,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2
117,,Redding,Greens Farms,2010-11,Nonpublic,0,0,0,0,0,0,0,0,2,1,2,2,3,4,14
117,,Redding,Greenwich,2010-11,Nonpublic,1,0,0,0,0,0,1,0,0,0,0,1,0,0,3
117,,Redding,Kent,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4
117,,Redding,Litchfield,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
117,,Redding,Madison,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
117,,Redding,Middlebury,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
117,,Redding,Milford,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
117,,Redding,Monroe,2010-11,Nonpublic,24,0,0,0,0,0,0,0,0,0,0,0,0,0,24
117,,Redding,New Canaan,2010-11,Nonpublic,0,0,1,0,0,0,1,0,1,2,0,3,0,2,10
117,,Redding,New Haven,2010-11,Nonpublic,0,0,0,0,0,0,0,0,1,1,1,0,2,1,6
117,,Redding,New Milford,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,2,2,1,2,7
117,,Redding,Newtown,2010-11,Nonpublic,2,0,1,0,5,3,0,3,1,0,0,0,0,0,15
117,,Redding,Norwalk,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
117,,Redding,Pomfret,2010-11,Nonpublic,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2
117,,Redding,Ridgefield,2010-11,Nonpublic,3,1,1,1,2,2,1,0,2,0,0,0,0,0,13
117,,Redding,Southport,2010-11,Nonpublic,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
117,,Redding,Trumball,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
117,,Redding,Wallingford,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
117,,Redding,Washington,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
117,,Redding,West Hartford,2010-11,Nonpublic,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
117,,Redding,Westport,2010-11,Nonpublic,1,1,0,0,1,0,0,0,0,0,0,0,0,0,3
117,,Redding,Wilton,2010-11,Nonpublic,1,0,1,0,0,0,3,0,0,0,0,0,0,0,5
118,,Ridgefield,Avon,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2
118,,Ridgefield,Danbury,2010-11,Nonpublic,21,5,4,2,3,1,3,5,6,8,14,12,6,13,103
118,,Ridgefield,Fairfield,2010-11,Nonpublic,0,0,0,0,0,0,0,3,0,1,4,6,5,8,27
118,,Ridgefield,Farmington,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
118,,Ridgefield,Greens Farms,2010-11,Nonpublic,0,1,0,0,0,1,0,0,0,0,0,4,0,0,6
118,,Ridgefield,Greenwich,2010-11,Nonpublic,0,0,0,0,0,3,0,0,1,2,1,1,0,6,14
118,,Ridgefield,Hamden,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
118,,Ridgefield,Kent,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2
118,,Ridgefield,Lakeville,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
118,,Ridgefield,Litchfield,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
118,,Ridgefield,Madison,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
118,,Ridgefield,Middlebury,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
118,,Ridgefield,Milford,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,2,3,1,0,6
118,,Ridgefield,Monroe,2010-11,Nonpublic,43,0,0,0,0,0,0,0,0,0,0,0,0,0,43
118,,Ridgefield,New Canaan,2010-11,Nonpublic,1,0,1,2,0,1,3,2,4,3,5,5,4,4,35
118,,Ridgefield,New Haven,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
118,,Ridgefield,New Milford,2010-11,Nonpublic,0,0,0,0,0,0,0,1,1,0,2,2,1,2,9
118,,Ridgefield,Newtown,2010-11,Nonpublic,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
118,,Ridgefield,Norwalk,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
118,,Ridgefield,Orange,2010-11,Nonpublic,0,0,0,0,0,0,1,0,1,1,0,0,0,0,3
118,,Ridgefield,Ridgefield,2010-11,Nonpublic,84,26,20,33,32,34,33,26,17,18,0,0,0,0,323
118,,Ridgefield,Salisbury,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,1,1,4,0,6
118,,Ridgefield,Simsbury,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
118,,Ridgefield,Stamford,2010-11,Nonpublic,1,0,3,1,1,2,0,2,2,22,37,1,1,1,74
118,,Ridgefield,Trumbull,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
118,,Ridgefield,Wallingford,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,1,1,2,0,4
118,,Ridgefield,Washington,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,0,2,1,2,5
118,,Ridgefield,Watertown,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,1,2,2,0,5
118,,Ridgefield,Westport,2010-11,Nonpublic,0,0,0,1,0,0,1,0,0,0,0,0,1,2,5
118,,Ridgefield,Wilton,2010-11,Nonpublic,2,0,0,0,1,1,1,0,1,0,0,0,0,0,6
118,,Ridgefield,Woodstock,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
119,,Rocky Hill,Avon,2010-11,Nonpublic,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2
119,,Rocky Hill,Deep River,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
119,,Rocky Hill,Farmington,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2
119,,Rocky Hill,Hamden,2010-11,Nonpublic,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
119,,Rocky Hill,Hartford,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,1,1,0,3,5
119,,Rocky Hill,Kensington,2010-11,Nonpublic,0,1,0,1,2,1,0,0,1,0,0,0,0,0,6
119,,Rocky Hill,Kent,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
119,,Rocky Hill,Manchester,2010-11,Nonpublic,0,0,0,0,0,0,0,0,1,0,1,1,3,1,7
119,,Rocky Hill,Mansfield,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
119,,Rocky Hill,Meridan,2010-11,Nonpublic,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2
119,,Rocky Hill,Meriden,2010-11,Nonpublic,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
119,,Rocky Hill,Middlebury,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
119,,Rocky Hill,Middlefield,2010-11,Nonpublic,0,1,1,0,2,0,1,1,1,0,0,0,0,0,7
119,,Rocky Hill,Middletown,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,12,14,4,4,34
119,,Rocky Hill,New Britain,2010-11,Nonpublic,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2
119,,Rocky Hill,New Haven,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
119,,Rocky Hill,Newington,2010-11,Nonpublic,0,1,0,1,1,0,0,1,1,0,0,0,0,0,5
119,,Rocky Hill,Quaker Hill,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
119,,Rocky Hill,Wallingford,2010-11,Nonpublic,0,0,1,0,0,1,0,1,0,0,0,0,1,0,4
119,,Rocky Hill,Washington,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
119,,Rocky Hill,West Hartford,2010-11,Nonpublic,0,1,0,0,1,2,0,0,1,0,4,5,10,7,31
119,,Rocky Hill,Wethersfield,2010-11,Nonpublic,6,11,2,8,4,9,3,9,1,10,0,0,0,0,63
119,,Rocky Hill,Windsor,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,0,3,2,1,6
119,,Rocky Hill,"Windsor, CT",2010-11,Nonpublic,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
120,,Roxbury,Danbury,2010-11,Nonpublic,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2
120,,Roxbury,Litchfield,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2
120,,Roxbury,Middlebury,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,0,2,1,1,4
120,,Roxbury,New Haven,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
120,,Roxbury,New Milford,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
120,,Roxbury,New Preston,2010-11,Nonpublic,4,0,0,3,1,3,2,1,2,0,0,0,0,0,16
120,,Roxbury,Newtown,2010-11,Nonpublic,1,1,0,6,2,2,1,1,1,0,0,0,0,0,15
120,,Roxbury,Plainville,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
120,,Roxbury,Salisbury,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
120,,Roxbury,Suffield,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
120,,Roxbury,Washington,2010-11,Nonpublic,0,1,1,0,1,1,2,2,4,1,1,0,0,0,14
120,,Roxbury,Waterbury,2010-11,Nonpublic,0,0,1,0,1,0,1,0,0,2,0,0,0,1,6
120,,Roxbury,Windsor,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
121,,Salem,Baltic,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
121,,Salem,Groton,2010-11,Nonpublic,1,0,0,0,0,0,1,1,0,1,0,0,0,0,4
121,,Salem,New London,2010-11,Nonpublic,0,0,1,0,0,0,0,0,0,2,0,2,0,1,6
121,,Salem,Niantic,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
121,,Salem,Norwich,2010-11,Nonpublic,2,3,0,0,0,0,0,0,0,0,0,0,0,0,5
121,,Salem,Old Saybrook,2010-11,Nonpublic,3,0,1,0,0,0,0,0,0,0,0,0,0,0,4
121,,Salem,Pomfret,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
121,,Salem,Stonington,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
121,,Salem,Taftville,2010-11,Nonpublic,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2
121,,Salem,Uncasville,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
121,,Salem,Waterford,2010-11,Nonpublic,0,0,0,0,0,0,0,1,0,1,1,0,1,0,4
122,,Salisbury,Kent,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4
122,,Salisbury,Lakeville,2010-11,Nonpublic,4,3,4,3,2,6,7,7,7,9,12,5,9,6,84
122,,Salisbury,Madison,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
122,,Salisbury,New Milford,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
122,,Salisbury,New Preston,2010-11,Nonpublic,0,1,0,2,1,0,1,0,0,0,0,0,0,0,5
122,,Salisbury,Salisbury,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,2,3,2,0,7
122,,Salisbury,Simsbury,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
122,,Salisbury,Suffield,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
122,,Salisbury,Watertown,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
123,,Scotland,Baltic,2010-11,Nonpublic,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
123,,Scotland,Mansfield,2010-11,Nonpublic,3,0,0,0,0,1,0,0,0,0,0,0,0,0,4
123,,Scotland,Norwich,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
123,,Scotland,Pomfret,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
123,,Scotland,Taftville,2010-11,Nonpublic,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
123,,Scotland,Uncasville,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
123,,Scotland,Willimantic,2010-11,Nonpublic,0,0,0,0,0,0,1,0,1,1,0,0,0,0,3
124,,Seymour,Ansonia,2010-11,Nonpublic,6,4,2,3,2,2,4,2,4,2,0,0,0,0,31
124,,Seymour,Bridgeport,2010-11,Nonpublic,1,0,2,0,0,0,0,0,0,0,0,0,0,0,3
124,,Seymour,Cheshire,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
124,,Seymour,Derby,2010-11,Nonpublic,0,0,1,1,1,1,3,1,1,0,0,0,0,0,9
124,,Seymour,Fairfield,2010-11,Nonpublic,0,1,0,0,3,0,0,0,0,1,0,3,5,4,17
124,,Seymour,Hamden,2010-11,Nonpublic,0,0,1,0,0,0,0,1,0,0,5,7,3,4,21
124,,Seymour,Mansfield,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2
124,,Seymour,Middlebury,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
124,,Seymour,Milford,2010-11,Nonpublic,0,0,0,0,0,0,0,1,0,0,0,3,2,1,7
124,,Seymour,Monroe,2010-11,Nonpublic,1,0,1,0,0,0,1,0,2,1,0,0,0,0,6
124,,Seymour,New Britain,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
124,,Seymour,New Haven,2010-11,Nonpublic,0,0,1,2,0,0,0,0,0,0,0,0,1,0,4
124,,Seymour,New Milford,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
124,,Seymour,Newtown,2010-11,Nonpublic,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3
124,,Seymour,Shelton,2010-11,Nonpublic,2,3,1,2,4,2,0,2,0,3,0,0,0,0,19
124,,Seymour,Stratford,2010-11,Nonpublic,0,0,1,0,0,0,1,0,0,1,0,0,0,0,3
124,,Seymour,Trumball,2010-11,Nonpublic,2,0,0,0,0,0,0,0,0,0,0,1,2,3,8
124,,Seymour,Trumbull,2010-11,Nonpublic,0,0,0,1,1,0,0,0,1,1,1,0,2,2,9
124,,Seymour,Wallingford,2010-11,Nonpublic,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2
124,,Seymour,Waterbury,2010-11,Nonpublic,1,0,0,0,0,0,0,0,0,1,5,3,2,1,13
124,,Seymour,West Haven,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,1,2,6,1,10
124,,Seymour,Westport       ,2010-11,Nonpublic,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
125,,Sharon,Farmington,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
125,,Sharon,Kent,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
125,,Sharon,Lakeville,2010-11,Nonpublic,1,2,1,4,0,3,3,0,2,4,3,0,1,0,24
125,,Sharon,New Preston,2010-11,Nonpublic,0,1,0,2,1,0,0,0,0,0,0,0,0,0,4
125,,Sharon,Washington,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
126,,Shelton,Bridgeport,2010-11,Nonpublic,2,0,2,1,1,0,3,1,3,0,0,0,0,0,13
126,,Shelton,Easton,2010-11,Nonpublic,0,0,0,0,0,0,1,1,1,1,0,0,0,0,4
126,,Shelton,Fairfield,2010-11,Nonpublic,2,1,1,1,4,0,1,1,2,3,14,13,13,9,65
126,,Shelton,Greens Farms,2010-11,Nonpublic,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
126,,Shelton,Greenwich,2010-11,Nonpublic,2,1,0,1,0,0,0,0,0,0,0,0,0,0,4
126,,Shelton,Hamden,2010-11,Nonpublic,0,0,0,0,0,0,0,1,0,0,8,8,3,1,21
126,,Shelton,Middlebury,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
126,,Shelton,Milford,2010-11,Nonpublic,0,0,1,1,0,0,0,0,2,0,10,7,16,5,42
126,,Shelton,Monroe,2010-11,Nonpublic,5,4,5,1,5,2,2,3,7,4,0,0,0,0,38
126,,Shelton,New Canaan,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2
126,,Shelton,New Haven,2010-11,Nonpublic,0,0,2,1,0,0,0,1,0,2,4,1,1,1,13
126,,Shelton,Oakdale,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
126,,Shelton,Orange,2010-11,Nonpublic,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
126,,Shelton,Pomfret,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
126,,Shelton,Ridgefield,2010-11,Nonpublic,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
126,,Shelton,Shelton,2010-11,Nonpublic,41,30,41,28,30,28,44,45,38,38,0,0,0,0,363
126,,Shelton,Simsbury,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
126,,Shelton,Southport,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
126,,Shelton,Stratford,2010-11,Nonpublic,0,1,2,0,2,1,0,0,0,0,0,0,0,0,6
126,,Shelton,Trumball,2010-11,Nonpublic,9,4,7,4,2,2,7,6,5,2,50,49,48,46,241
126,,Shelton,Trumbull,2010-11,Nonpublic,0,2,3,1,3,5,9,3,11,2,7,6,2,7,61
126,,Shelton,West Haven,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
126,,Shelton,Westport,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2
126,,Shelton,Wethersfield,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
126,,Shelton,Wilton,2010-11,Nonpublic,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
127,,Sherman,Danbury,2010-11,Nonpublic,1,0,0,0,0,0,1,0,0,0,2,3,3,3,13
127,,Sherman,Kent,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3
127,,Sherman,Monroe,2010-11,Nonpublic,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
127,,Sherman,New Milford,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,1,5,3,2,11
127,,Sherman,New Preston,2010-11,Nonpublic,2,0,1,0,1,3,0,1,0,1,0,0,0,0,9
127,,Sherman,South Kent,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2
127,,Sherman,Trumbull,2010-11,Nonpublic,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
127,,Sherman,Washington,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
128,,Simsbury,Avon,2010-11,Nonpublic,8,2,0,1,1,1,4,1,0,0,2,0,1,4,25
128,,Simsbury,Bloomfield,2010-11,Nonpublic,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
128,,Simsbury,Cheshire,2010-11,Nonpublic,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2
128,,Simsbury,Cromwell,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
128,,Simsbury,Farmington,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3
128,,Simsbury,Hartford,2010-11,Nonpublic,0,0,0,1,0,1,0,2,2,5,1,0,5,5,22
128,,Simsbury,Lakeville,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4
128,,Simsbury,Manchester,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
128,,Simsbury,New Haven,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
128,,Simsbury,Newington,2010-11,Nonpublic,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
128,,Simsbury,Orange,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
128,,Simsbury,Plainville,2010-11,Nonpublic,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3
128,,Simsbury,Pomfret,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3
128,,Simsbury,Simsbury,2010-11,Nonpublic,34,21,18,17,14,13,12,14,10,14,22,14,16,29,248
128,,Simsbury,Suffield,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,4,2,2,3,11
128,,Simsbury,Terryville,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
128,,Simsbury,Wallingford,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
128,,Simsbury,West Hartford,2010-11,Nonpublic,8,6,4,3,8,3,6,13,6,11,13,18,19,13,131
128,,Simsbury,West Simsbury,2010-11,Nonpublic,36,4,1,2,1,5,3,1,7,6,7,10,7,10,100
128,,Simsbury,Windsor,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,7,6,6,2,21
128,,Simsbury,Woodstock,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
129,,Somers,Avon,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
129,,Somers,Bristol,2010-11,Nonpublic,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
129,,Somers,Brookfield,2010-11,Nonpublic,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
129,,Somers,Enfield,2010-11,Nonpublic,5,2,2,1,3,4,2,2,2,2,0,0,0,1,26
129,,Somers,Hartford,2010-11,Nonpublic,0,0,0,0,0,0,2,0,0,0,0,1,0,1,4
129,,Somers,Madison,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
129,,Somers,Manchester,2010-11,Nonpublic,1,0,1,0,0,1,1,0,1,2,1,0,2,0,10
129,,Somers,Plainville,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
129,,Somers,Simsbury,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2
129,,Somers,Somersville,2010-11,Nonpublic,5,3,0,1,3,2,4,0,0,0,0,0,0,0,18
129,,Somers,Stafford Springs,2010-11,Nonpublic,0,0,1,1,0,0,0,0,1,0,0,0,0,0,3
129,,Somers,Suffield,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,4,2,2,2,10
129,,Somers,West Hartford,2010-11,Nonpublic,0,0,0,0,0,0,0,1,1,0,2,1,0,2,7
129,,Somers,Wethersfield,2010-11,Nonpublic,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
129,,Somers,Windsor,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,2,0,1,1,4
132,,South Windsor,Avon,2010-11,Nonpublic,1,0,0,0,1,1,0,1,0,0,0,0,0,0,4
132,,South Windsor,Bloomfield,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
132,,South Windsor,East Hartford,2010-11,Nonpublic,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3
132,,South Windsor,Enfield,2010-11,Nonpublic,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
132,,South Windsor,Farmington,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3
132,,South Windsor,Hartford,2010-11,Nonpublic,0,0,0,1,1,0,0,0,0,1,2,1,1,1,8
132,,South Windsor,Litchfield,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
132,,South Windsor,Manchester,2010-11,Nonpublic,11,7,9,4,10,6,7,5,7,10,27,28,30,23,184
132,,South Windsor,Middletown,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
132,,South Windsor,New Britain,2010-11,Nonpublic,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
132,,South Windsor,New Milford,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
132,,South Windsor,Newington,2010-11,Nonpublic,0,0,1,0,0,1,0,1,0,1,0,0,0,0,4
132,,South Windsor,Orange,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
132,,South Windsor,Pomfret,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
132,,South Windsor,Simsbury,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3
132,,South Windsor,Suffield,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
132,,South Windsor,Thompson,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
132,,South Windsor,Wallingford,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
132,,South Windsor,West Hartford,2010-11,Nonpublic,1,0,1,2,1,0,1,0,2,2,7,4,9,6,36
132,,South Windsor,West Simsbury,2010-11,Nonpublic,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
132,,South Windsor,Wethersfield,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
132,,South Windsor,Windsor,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,5,2,4,6,17
132,,South Windsor,"Windsor, CT",2010-11,Nonpublic,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
130,,Southbury,Cheshire,2010-11,Nonpublic,0,0,0,0,0,0,0,1,0,0,1,2,0,0,4
130,,Southbury,Danbury,2010-11,Nonpublic,1,1,0,0,0,0,0,0,1,0,3,1,1,0,8
130,,Southbury,Easton,2010-11,Nonpublic,0,0,0,0,0,0,1,0,0,1,0,1,0,0,3
130,,Southbury,Fairfield,2010-11,Nonpublic,0,0,0,0,1,0,0,0,0,0,0,2,1,0,4
130,,Southbury,Farmington,2010-11,Nonpublic,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
