District ID,District Name,School ID,School Name,Domain,School Year,Number of Students Tested,level1,level2,level3
146,Vernon School District,2,Maple Street School,Personal / Social,2008-09,41,22,26.8,51.2
146,Vernon School District,3,Northeast School,Personal / Social,2008-09,46,23.9,41.3,34.8
146,Vernon School District,10,Skinner Road School,Personal / Social,2008-09,56,12.5,35.7,51.8
147,Voluntown School District,1,Voluntown Elementary School,Personal / Social,2008-09,28,0,39.3,60.7
148,Wallingford School District,10,Cook Hill School,Personal / Social,2008-09,39,2.6,35.9,61.5
148,Wallingford School District,9,Evarts C. Stevens School,Personal / Social,2008-09,71,1.4,31,67.6
148,Wallingford School District,2,Highland School,Personal / Social,2008-09,47,2.1,29.8,68.1
148,Wallingford School District,1,Moses Y. Beach School,Personal / Social,2008-09,55,12.7,47.3,40
148,Wallingford School District,3,Parker Farms School,Personal / Social,2008-09,51,11.8,37.3,51
148,Wallingford School District,12,Pond Hill School,Personal / Social,2008-09,43,7,23.3,69.8
148,Wallingford School District,4,Rock Hill School,Personal / Social,2008-09,56,8.9,26.8,64.3
148,Wallingford School District,8,Yalesville School,Personal / Social,2008-09,76,11.8,53.9,34.2
151,Waterbury School District,21,B. W. Tinker School,Personal / Social,2008-09,92,25,48.9,26.1
151,Waterbury School District,3,Barnard School,Personal / Social,2008-09,38,10.5,36.8,52.6
151,Waterbury School District,10,Brooklyn Elementary School,Personal / Social,2008-09,36,50,50,0
151,Waterbury School District,5,Bucks Hill School,Personal / Social,2008-09,120,37.5,40,22.5
151,Waterbury School District,6,Bunker Hill School,Personal / Social,2008-09,102,13.7,53.9,32.4
151,Waterbury School District,27,Carrington School,Personal / Social,2008-09,61,39.3,36.1,24.6
151,Waterbury School District,9,Driggs School,Personal / Social,2008-09,90,62.2,37.8,0
151,Waterbury School District,14,F. J. Kingsbury School,Personal / Social,2008-09,79,29.1,40.5,30.4
151,Waterbury School District,26,Gilmartin School,Personal / Social,2008-09,90,28.9,41.1,30
151,Waterbury School District,7,H. S. Chase School,Personal / Social,2008-09,107,31.8,61.7,6.5
151,Waterbury School District,13,Hopeville School,Personal / Social,2008-09,69,20.3,39.1,40.6
151,Waterbury School District,31,Maloney Interdistrict Magnet School,Personal / Social,2008-09,89,20.2,36,43.8
151,Waterbury School District,11,Margaret M. Generali Elementary School,Personal / Social,2008-09,106,39.6,36.8,23.6
151,Waterbury School District,28,Regan School,Personal / Social,2008-09,38,15.8,42.1,42.1
151,Waterbury School District,33,Rotella Interdistrict Magnet School,Personal / Social,2008-09,90,25.6,64.4,10
151,Waterbury School District,20,Sprague School,Personal / Social,2008-09,76,34.2,30.3,35.5
151,Waterbury School District,22,Walsh School,Personal / Social,2008-09,100,36,36,28
151,Waterbury School District,23,Washington School,Personal / Social,2008-09,58,17.2,46.6,36.2
151,Waterbury School District,8,Wendell L. Cross School,Personal / Social,2008-09,57,17.5,54.4,28.1
151,Waterbury School District,32,Woodrow Wilson School,Personal / Social,2008-09,93,36.6,50.5,12.9
152,Waterford School District,6,Oswegatchie Elementary School,Personal / Social,2008-09,26,3.8,30.8,65.4
152,Waterford School District,7,Quaker Hill Elementary School,Personal / Social,2008-09,52,1.9,65.4,32.7
152,Waterford School District,5,Southwest Elementary School,Personal / Social,2008-09,29,27.6,72.4,0
153,Watertown School District,2,John Trumbull Primary School,Personal / Social,2008-09,207,19.8,64.7,15.5
155,West Hartford School District,16,Aiken School,Personal / Social,2008-09,75,25.3,64,10.7
155,West Hartford School District,2,Braeburn School,Personal / Social,2008-09,62,24.2,46.8,29
155,West Hartford School District,4,Bugbee School,Personal / Social,2008-09,62,14.5,37.1,48.4
155,West Hartford School District,5,Charter Oak Academy,Personal / Social,2008-09,58,17.2,51.7,31
155,West Hartford School District,6,Duffy School,Personal / Social,2008-09,96,27.1,58.3,14.6
155,West Hartford School District,9,Morley School,Personal / Social,2008-09,61,11.5,65.6,23
155,West Hartford School District,10,Norfeldt School,Personal / Social,2008-09,61,0,21.3,78.7
155,West Hartford School District,17,Smith School,Personal / Social,2008-09,60,23.3,65,11.7
155,West Hartford School District,12,Webster Hill School,Personal / Social,2008-09,67,7.5,29.9,62.7
155,West Hartford School District,13,Whiting Lane School,Personal / Social,2008-09,60,21.7,51.7,26.7
155,West Hartford School District,15,Wolcott School,Personal / Social,2008-09,98,14.3,44.9,40.8
156,West Haven School District,8,Alma E. Pagels School,Personal / Social,2008-09,55,21.8,18.2,60
156,West Haven School District,13,Anna V. Molloy School,Personal / Social,2008-09,44,2.3,79.5,18.2
156,West Haven School District,10,Clarence E. Thompson School,Personal / Social,2008-09,64,9.4,31.3,59.4
156,West Haven School District,6,Edith E. Mackrille School,Personal / Social,2008-09,47,29.8,23.4,46.8
156,West Haven School District,3,Forest School,Personal / Social,2008-09,65,32.3,32.3,35.4
156,West Haven School District,14,Savin Rock Community School,Personal / Social,2008-09,67,13.4,37.3,49.3
156,West Haven School District,4,Seth G. Haley School,Personal / Social,2008-09,71,22.5,32.4,45.1
156,West Haven School District,12,Washington School,Personal / Social,2008-09,59,16.9,23.7,59.3
154,Westbrook School District,2,Daisy Ingraham School,Personal / Social,2008-09,65,15.4,41.5,43.1
157,Weston School District,1,Hurlbutt Elementary School,Personal / Social,2008-09,166,8.4,43.4,48.2
158,Westport School District,3,Coleytown Elementary School,Personal / Social,2008-09,80,13.8,61.3,25
158,Westport School District,4,Green's Farms School,Personal / Social,2008-09,63,3.2,65.1,31.7
158,Westport School District,5,King's Highway Elementary School,Personal / Social,2008-09,85,14.1,78.8,7.1
158,Westport School District,7,Long Lots School,Personal / Social,2008-09,90,16.7,67.8,15.6
158,Westport School District,8,Saugatuck Elementary School,Personal / Social,2008-09,89,7.9,47.2,44.9
159,Wethersfield School District,8,Alfred W. Hanmer School,Personal / Social,2008-09,45,17.8,53.3,28.9
159,Wethersfield School District,10,Charles Wright School,Personal / Social,2008-09,47,59.6,27.7,12.8
159,Wethersfield School District,2,Emerson-Williams School,Personal / Social,2008-09,64,7.8,54.7,37.5
159,Wethersfield School District,11,Highcrest School,Personal / Social,2008-09,57,10.5,57.9,31.6
159,Wethersfield School District,12,Samuel B. Webb Elementary School,Personal / Social,2008-09,37,18.9,73,8.1
160,Willington School District,1,Center School,Personal / Social,2008-09,56,10.7,48.2,41.1
161,Wilton School District,6,Ina E. Driscoll School,Personal / Social,2008-09,169,3.6,33.1,63.3
161,Wilton School District,5,Miller-Driscoll School,Personal / Social,2008-09,156,2.6,17.3,80.1
162,Winchester School District,4,Batcheller Early Education Center,Personal / Social,2008-09,45,28.9,55.6,15.6
162,Winchester School District,2,Mary P. Hinsdale School,Personal / Social,2008-09,46,41.3,39.1,19.6
163,Windham School District,1,Natchaug School,Personal / Social,2008-09,55,16.4,65.5,18.2
163,Windham School District,3,North Windham School,Personal / Social,2008-09,98,17.3,45.9,36.7
163,Windham School District,6,W. B. Sweeney School,Personal / Social,2008-09,75,21.3,45.3,33.3
163,Windham School District,5,Windham Center School,Personal / Social,2008-09,62,48.4,27.4,24.2
165,Windsor Locks School District,1,North Street School,Personal / Social,2008-09,134,14.2,59,26.9
164,Windsor School District,10,Roger Wolcott Early Child Center,Personal / Social,2008-09,193,19.2,33.2,47.7
166,Wolcott School District,6,Alcott School,Personal / Social,2008-09,39,10.3,25.6,64.1
166,Wolcott School District,2,Frisbie School,Personal / Social,2008-09,53,13.2,49.1,37.7
166,Wolcott School District,5,Wakelee School,Personal / Social,2008-09,68,14.7,48.5,36.8
167,Woodbridge School District,1,Beecher Road Primary School,Personal / Social,2008-09,99,20.2,44.4,35.4
169,Woodstock School District,2,Woodstock Elementary School,Personal / Social,2008-09,88,17,28.4,54.5
1,Andover School District,1,Andover Elementary School,Physical / Motor,2010-11,42,9.5,21.4,69
2,Ansonia School District,8,Prendergast School,Physical / Motor,2010-11,22,13.6,36.4,50
244,Area Cooperative Educational Services,3,Wintergreen Interdistrict Magnet School,Physical / Motor,2010-11,62,3.2,37.1,59.7
3,Ashford School District,1,Ashford School,Physical / Motor,2010-11,48,2.1,16.7,81.3
4,Avon School District,4,Pine Grove School,Physical / Motor,2010-11,80,2.5,15,82.5
4,Avon School District,3,Roaring Brook School,Physical / Motor,2010-11,108,3.7,24.1,72.2
5,Barkhamsted School District,1,Barkhamsted Elementary School,Physical / Motor,2010-11,47,12.8,23.4,63.8
7,Berlin School District,4,Emma Hart Willard School,Physical / Motor,2010-11,71,18.3,54.9,26.8
7,Berlin School District,5,Mary E. Griswold School,Physical / Motor,2010-11,94,17,62.8,20.2
7,Berlin School District,1,Richard D. Hubbard School,Physical / Motor,2010-11,43,30.2,58.1,11.6
8,Bethany School District,1,Bethany Community School,Physical / Motor,2010-11,53,11.3,24.5,64.2
9,Bethel School District,4,Anna H. Rockwell School,Physical / Motor,2010-11,82,14.6,46.3,39
9,Bethel School District,1,Frank A. Berry School,Physical / Motor,2010-11,80,8.8,17.5,73.8
11,Bloomfield School District,3,J. P. Vincent School,Physical / Motor,2010-11,92,9.8,28.3,62
11,Bloomfield School District,8,Wintonbury Early Childhood Magnet School,Physical / Motor,2010-11,98,24.5,27.6,48
12,Bolton School District,1,Bolton Center School,Physical / Motor,2010-11,57,1.8,29.8,68.4
13,Bozrah School District,1,Fields Memorial School,Physical / Motor,2010-11,30,10,43.3,46.7
14,Branford School District,16,John B. Sliney School,Physical / Motor,2010-11,62,1.6,40.3,58.1
14,Branford School District,15,Mary R. Tisko School,Physical / Motor,2010-11,78,5.1,39.7,55.1
14,Branford School District,14,Mary T. Murphy School,Physical / Motor,2010-11,75,22.7,54.7,22.7
15,Bridgeport School District,1,Barnum School,Physical / Motor,2010-11,79,5.1,22.8,72.2
15,Bridgeport School District,2,Beardsley School,Physical / Motor,2010-11,45,6.7,51.1,42.2
15,Bridgeport School District,3,Black Rock School,Physical / Motor,2010-11,56,23.2,44.6,32.1
15,Bridgeport School District,40,Blackham School,Physical / Motor,2010-11,114,14.9,57,28.1
15,Bridgeport School District,4,Bryant School,Physical / Motor,2010-11,64,20.3,43.8,35.9
15,Bridgeport School District,14,Cesar Batalla School,Physical / Motor,2010-11,112,28.6,51.8,19.6
15,Bridgeport School District,21,Classical Studies Academy,Physical / Motor,2010-11,45,2.2,22.2,75.6
15,Bridgeport School District,5,Columbus School,Physical / Motor,2010-11,91,9.9,30.8,59.3
15,Bridgeport School District,39,Cross School,Physical / Motor,2010-11,51,5.9,62.7,31.4
15,Bridgeport School District,42,Curiale School,Physical / Motor,2010-11,57,26.3,38.6,35.1
15,Bridgeport School District,41,Dunbar School,Physical / Motor,2010-11,37,24.3,48.6,27
15,Bridgeport School District,7,Edison School,Physical / Motor,2010-11,40,7.5,35,57.5
15,Bridgeport School District,32,Geraldine Johnson School,Physical / Motor,2010-11,95,18.9,24.2,56.8
15,Bridgeport School District,11,Hall School,Physical / Motor,2010-11,40,27.5,67.5,5
15,Bridgeport School District,12,Hallen School,Physical / Motor,2010-11,35,8.6,20,71.4
15,Bridgeport School District,45,High Horizons Magnet School,Physical / Motor,2010-11,45,0,42.2,57.8
15,Bridgeport School District,13,Hooker School,Physical / Motor,2010-11,46,2.2,32.6,65.2
15,Bridgeport School District,22,Jettie S. Tisdale School,Physical / Motor,2010-11,63,6.3,71.4,22.2
15,Bridgeport School District,19,Longfellow School,Physical / Motor,2010-11,57,3.5,17.5,78.9
15,Bridgeport School District,10,Luis Munoz Marin School,Physical / Motor,2010-11,73,2.7,42.5,54.8
15,Bridgeport School District,20,Madison School,Physical / Motor,2010-11,82,14.6,79.3,6.1
15,Bridgeport School District,46,Multicultural Magnet School,Physical / Motor,2010-11,45,4.4,31.1,64.4
15,Bridgeport School District,17,Park City Magnet School,Physical / Motor,2010-11,58,44.8,39.7,15.5
15,Bridgeport School District,25,Read School,Physical / Motor,2010-11,101,9.9,27.7,62.4
15,Bridgeport School District,26,Roosevelt School,Physical / Motor,2010-11,54,1.9,57.4,40.7
15,Bridgeport School District,44,Skane Center,Physical / Motor,2010-11,32,12.5,40.6,46.9
15,Bridgeport School District,30,Waltersville School,Physical / Motor,2010-11,42,2.4,16.7,81
15,Bridgeport School District,36,Winthrop School,Physical / Motor,2010-11,70,4.3,38.6,57.1
17,Bristol School District,7,Clara T. O Connell School,Physical / Motor,2010-11,67,14.9,58.2,26.9
17,Bristol School District,3,Edgewood School,Physical / Motor,2010-11,73,19.2,21.9,58.9
17,Bristol School District,14,Ellen P. Hubbell School,Physical / Motor,2010-11,79,6.3,17.7,75.9
17,Bristol School District,5,Greene-Hills School,Physical / Motor,2010-11,59,5.1,32.2,62.7
17,Bristol School District,19,Ivy Drive School,Physical / Motor,2010-11,68,10.3,33.8,55.9
17,Bristol School District,6,John J. Jennings School,Physical / Motor,2010-11,68,2.9,83.8,13.2
17,Bristol School District,17,Mountain View School,Physical / Motor,2010-11,58,17.2,74.1,8.6
17,Bristol School District,11,South Side School,Physical / Motor,2010-11,77,5.2,29.9,64.9
17,Bristol School District,12,Stafford School,Physical / Motor,2010-11,80,8.8,27.5,63.8
18,Brookfield School District,3,Center Elementary School,Physical / Motor,2010-11,161,8.1,18.6,73.3
19,Brooklyn School District,1,Brooklyn Elementary School,Physical / Motor,2010-11,95,4.2,13.7,82.1
21,Canaan School District,1,Lee H. Kellogg School,Physical / Motor,2010-11,11,9.1,45.5,45.5
22,Canterbury School District,2,Canterbury Elementary School,Physical / Motor,2010-11,45,13.3,44.4,42.2
23,Canton School District,2,Cherry Brook Primary School,Physical / Motor,2010-11,123,6.5,26.8,66.7
241,Capitol Region Education Council,1,East Hartford/Glastonbury Magnet School,Physical / Motor,2010-11,43,2.3,53.5,44.2
241,Capitol Region Education Council,4,International Magnet School for Global Citizenship,Physical / Motor,2010-11,58,10.3,22.4,67.2
241,Capitol Region Education Council,31,Montessori Magnet School,Physical / Motor,2010-11,43,4.7,7,88.4
241,Capitol Region Education Council,3,Reggio Magnet School of the Arts,Physical / Motor,2010-11,52,9.6,44.2,46.2
241,Capitol Region Education Council,2,University of Hartford Multiple Intelligences Magnet School,Physical / Motor,2010-11,59,5.1,25.4,69.5
24,Chaplin School District,2,Chaplin Elementary School,Physical / Motor,2010-11,20,0,15,85
287,Charter School for Young Children on Asylum Hill,1,Charter School for Young Children on Asylum Hill  Inc.,Physical / Motor,2010-11,45,2.2,31.1,66.7
25,Cheshire School District,2,Darcey School,Physical / Motor,2010-11,253,0.8,13.4,85.8
26,Chester School District,1,Chester Elementary School,Physical / Motor,2010-11,33,3,42.4,54.5
27,Clinton School District,3,Lewin G. Joel Jr. School,Physical / Motor,2010-11,161,6.2,37.9,55.9
28,Colchester School District,4,Colchester Elementary School,Physical / Motor,2010-11,201,9,40.3,50.7
29,Colebrook School District,1,Colebrook Consolidated School,Physical / Motor,2010-11,14,0,64.3,35.7
30,Columbia School District,1,Horace W. Porter School,Physical / Motor,2010-11,59,25.4,44.1,30.5
243,Cooperative Educational Services,1,Six-Six Magnet School,Physical / Motor,2010-11,34,0,17.6,82.4
31,Cornwall School District,1,Cornwall Consolidated School,Physical / Motor,2010-11,10,10,30,60
32,Coventry School District,2,Coventry Grammar School,Physical / Motor,2010-11,125,6.4,48,45.6
33,Cromwell School District,2,Edna C. Stevens School,Physical / Motor,2010-11,157,2.5,15.9,81.5
34,Danbury School District,14,Ellsworth Avenue School,Physical / Motor,2010-11,58,25.9,74.1,0
34,Danbury School District,11,Great Plain School,Physical / Motor,2010-11,49,18.4,61.2,20.4
34,Danbury School District,2,Hayestown Avenue School,Physical / Motor,2010-11,70,10,41.4,48.6
34,Danbury School District,13,King Street Primary School,Physical / Motor,2010-11,104,32.7,46.2,21.2
34,Danbury School District,5,Mill Ridge Primary School,Physical / Motor,2010-11,94,7.4,38.3,54.3
34,Danbury School District,6,Morris Street School,Physical / Motor,2010-11,55,18.2,67.3,14.5
34,Danbury School District,8,Park Avenue School,Physical / Motor,2010-11,75,33.3,53.3,13.3
34,Danbury School District,15,Pembroke School,Physical / Motor,2010-11,59,13.6,35.6,50.8
34,Danbury School District,12,Shelter Rock School,Physical / Motor,2010-11,53,26.4,58.5,15.1
34,Danbury School District,10,South Street School,Physical / Motor,2010-11,59,6.8,45.8,47.5
34,Danbury School District,16,Stadley Rough School,Physical / Motor,2010-11,70,34.3,28.6,37.1
35,Darien School District,2,Hindley Elementary School,Physical / Motor,2010-11,92,2.2,9.8,88
36,Deep River School District,1,Deep River Elementary School,Physical / Motor,2010-11,48,14.6,85.4,0
37,Derby School District,6,Bradley School,Physical / Motor,2010-11,65,6.2,27.7,66.2
37,Derby School District,4,Irving School,Physical / Motor,2010-11,63,14.3,49.2,36.5
40,East Granby School District,1,Allgrove School,Physical / Motor,2010-11,54,1.9,11.1,87
41,East Haddam School District,1,East Haddam Elementary School,Physical / Motor,2010-11,80,2.5,8.8,88.8
42,East Hampton School District,1,Memorial School,Physical / Motor,2010-11,136,28.7,37.5,33.8
43,East Hartford School District,9,Anna E. Norris School,Physical / Motor,2010-11,41,12.2,70.7,17.1
43,East Hartford School District,6,Dr. Franklin H. Mayberry School,Physical / Motor,2010-11,65,12.3,21.5,66.2
43,East Hartford School District,22,Dr. John A. Langford School,Physical / Motor,2010-11,53,26.4,50.9,22.6
43,East Hartford School District,10,Dr. Thomas S. O'Connell School,Physical / Motor,2010-11,50,22,38,40
43,East Hartford School District,20,Governor William Pitkin School,Physical / Motor,2010-11,74,10.8,50,39.2
43,East Hartford School District,5,Hockanum School,Physical / Motor,2010-11,53,9.4,60.4,30.2
43,East Hartford School District,4,Joseph O. Goodwin School,Physical / Motor,2010-11,59,8.5,37.3,54.2
43,East Hartford School District,18,Robert J. O'Brien School,Physical / Motor,2010-11,59,22,55.9,22
43,East Hartford School District,12,Silver Lane School,Physical / Motor,2010-11,64,9.4,34.4,56.3
43,East Hartford School District,90,Woodland School,Physical / Motor,2010-11,1,100,0,0
44,East Haven School District,14,D. C. Moore School,Physical / Motor,2010-11,62,6.5,27.4,66.1
44,East Haven School District,18,Overbrook Elementary School,Physical / Motor,2010-11,53,11.3,45.3,43.4
45,East Lyme School District,1,Flanders School,Physical / Motor,2010-11,63,4.8,22.2,73
45,East Lyme School District,4,Lillie B. Haynes School,Physical / Motor,2010-11,62,1.6,59.7,38.7
45,East Lyme School District,2,Niantic Center School,Physical / Motor,2010-11,42,14.3,59.5,26.2
47,East Windsor School District,1,Broad Brook Elementary School,Physical / Motor,2010-11,91,13.2,29.7,57.1
39,Eastford School District,1,Eastford Elementary School,Physical / Motor,2010-11,23,4.3,13,82.6
46,Easton School District,1,Samuel Staples Elementary School,Physical / Motor,2010-11,108,9.3,52.8,38
48,Ellington School District,1,Center School,Physical / Motor,2010-11,78,1.3,6.4,92.3
48,Ellington School District,2,Crystal Lake School,Physical / Motor,2010-11,44,0,11.4,88.6
48,Ellington School District,6,Windermere School,Physical / Motor,2010-11,77,5.2,11.7,83.1
49,Enfield School District,13,Edgar H. Parkman School,Physical / Motor,2010-11,48,0,20.8,79.2
49,Enfield School District,16,Eli Whitney School,Physical / Motor,2010-11,54,1.9,7.4,90.7
49,Enfield School District,2,Enfield Street School,Physical / Motor,2010-11,49,6.1,93.9,0
49,Enfield School District,12,Harriet Beecher Stowe School,Physical / Motor,2010-11,31,3.2,29,67.7
49,Enfield School District,4,Hazardville Memorial School,Physical / Motor,2010-11,48,0,35.4,64.6
49,Enfield School District,18,Henry Barnard School,Physical / Motor,2010-11,73,4.1,38.4,57.5
49,Enfield School District,11,Nathan Hale School,Physical / Motor,2010-11,32,3.1,90.6,6.3
49,Enfield School District,15,Prudence Crandall School,Physical / Motor,2010-11,51,2,66.7,31.4
49,Enfield School District,17,Thomas G. Alcorn School,Physical / Motor,2010-11,47,21.3,51.1,27.7
50,Essex School District,1,Essex Elementary School,Physical / Motor,2010-11,55,0,25.5,74.5
51,Fairfield School District,2,Burr Elementary School,Physical / Motor,2010-11,66,4.5,30.3,65.2
51,Fairfield School District,1,Dwight Elementary School,Physical / Motor,2010-11,47,2.1,53.2,44.7
51,Fairfield School District,4,Holland Hill School,Physical / Motor,2010-11,53,7.5,34,58.5
51,Fairfield School District,17,Jennings School,Physical / Motor,2010-11,44,6.8,22.7,70.5
51,Fairfield School District,6,McKinley School,Physical / Motor,2010-11,94,27.7,52.1,20.2
51,Fairfield School District,7,Mill Hill School,Physical / Motor,2010-11,70,34.3,60,5.7
51,Fairfield School District,16,North Stratfield School,Physical / Motor,2010-11,75,6.7,26.7,66.7
51,Fairfield School District,18,Osborn Hill School,Physical / Motor,2010-11,89,6.7,20.2,73
51,Fairfield School District,12,Riverfield School,Physical / Motor,2010-11,67,4.5,37.3,58.2
51,Fairfield School District,13,Sherman School,Physical / Motor,2010-11,64,1.6,10.9,87.5
51,Fairfield School District,14,Stratfield School,Physical / Motor,2010-11,93,4.3,30.1,65.6
52,Farmington School District,4,East Farms School,Physical / Motor,2010-11,86,1.2,14,84.9
52,Farmington School District,2,Noah Wallace School,Physical / Motor,2010-11,60,6.7,18.3,75
52,Farmington School District,1,Union School,Physical / Motor,2010-11,55,5.5,16.4,78.2
52,Farmington School District,3,West District School,Physical / Motor,2010-11,67,7.5,13.4,79.1
53,Franklin School District,1,Franklin Elementary School,Physical / Motor,2010-11,20,10,35,55
54,Glastonbury School District,2,Buttonball Lane School,Physical / Motor,2010-11,74,8.1,21.6,70.3
54,Glastonbury School District,3,Eastbury School,Physical / Motor,2010-11,33,3,51.5,45.5
54,Glastonbury School District,4,Hebron Avenue School,Physical / Motor,2010-11,63,12.7,76.2,11.1
54,Glastonbury School District,6,Hopewell School,Physical / Motor,2010-11,63,3.2,15.9,81
54,Glastonbury School District,7,Naubuc School,Physical / Motor,2010-11,74,5.4,36.5,58.1
54,Glastonbury School District,9,Nayaug Elementary School,Physical / Motor,2010-11,94,5.3,37.2,57.4
56,Granby School District,1,Frank M. Kearns Primary School,Physical / Motor,2010-11,110,0,7.3,92.7
57,Greenwich School District,2,Cos Cob School,Physical / Motor,2010-11,69,8.7,43.5,47.8
57,Greenwich School District,4,Glenville School,Physical / Motor,2010-11,81,4.9,35.8,59.3
57,Greenwich School District,5,Hamilton Avenue School,Physical / Motor,2010-11,65,13.8,27.7,58.5
57,Greenwich School District,13,International School At Dundee,Physical / Motor,2010-11,52,1.9,7.7,90.4
57,Greenwich School District,3,Julian Curtiss School,Physical / Motor,2010-11,53,3.8,34,62.3
57,Greenwich School District,6,New Lebanon School,Physical / Motor,2010-11,39,5.1,30.8,64.1
57,Greenwich School District,7,North Mianus School,Physical / Motor,2010-11,67,7.5,29.9,62.7
57,Greenwich School District,8,North Street School,Physical / Motor,2010-11,73,13.7,41.1,45.2
57,Greenwich School District,9,Old Greenwich School,Physical / Motor,2010-11,66,4.5,13.6,81.8
57,Greenwich School District,11,Parkway School,Physical / Motor,2010-11,41,2.4,4.9,92.7
57,Greenwich School District,10,Riverside School,Physical / Motor,2010-11,85,8.2,48.2,43.5
58,Griswold School District,3,Griswold Elementary School,Physical / Motor,2010-11,122,3.3,35.2,61.5
59,Groton School District,20,Catherine Kolnaski Magnet School,Physical / Motor,2010-11,98,16.3,66.3,17.3
59,Groton School District,18,Charles Barnum School,Physical / Motor,2010-11,69,10.1,59.4,30.4
59,Groton School District,3,Claude Chester School,Physical / Motor,2010-11,59,6.8,71.2,22
59,Groton School District,17,Mary Morrisson School,Physical / Motor,2010-11,60,13.3,41.7,45
59,Groton School District,19,Northeast Academy Elementary School,Physical / Motor,2010-11,57,19.3,80.7,0
59,Groton School District,12,Pleasant Valley School,Physical / Motor,2010-11,54,1.9,37,61.1
59,Groton School District,1,S. B. Butler School,Physical / Motor,2010-11,37,13.5,10.8,75.7
60,Guilford School District,6,A. W. Cox School,Physical / Motor,2010-11,71,5.6,35.2,59.2
60,Guilford School District,4,Calvin Leete School,Physical / Motor,2010-11,62,1.6,11.3,87.1
60,Guilford School District,2,Guilford Lakes School,Physical / Motor,2010-11,66,1.5,6.1,92.4
60,Guilford School District,3,Melissa Jones School,Physical / Motor,2010-11,66,1.5,13.6,84.8
62,Hamden School District,12,Bear Path School,Physical / Motor,2010-11,65,7.7,18.5,73.8
62,Hamden School District,2,Church Street School,Physical / Motor,2010-11,53,52.8,41.5,5.7
62,Hamden School District,3,Dunbar Hill School,Physical / Motor,2010-11,41,4.9,46.3,48.8
62,Hamden School District,4,Helen Street School,Physical / Motor,2010-11,40,20,27.5,52.5
62,Hamden School District,11,Ridge Hill School,Physical / Motor,2010-11,17,5.9,35.3,58.8
62,Hamden School District,1,Shepherd Glen School,Physical / Motor,2010-11,64,21.9,37.5,40.6
62,Hamden School District,10,Spring Glen School,Physical / Motor,2010-11,65,6.2,32.3,61.5
62,Hamden School District,14,West Woods School,Physical / Motor,2010-11,69,10.1,58,31.9
63,Hampton School District,1,Hampton Elementary School,Physical / Motor,2010-11,13,0,46.2,53.8
65,Hartland School District,1,Hartland School,Physical / Motor,2010-11,22,0,13.6,86.4
67,Hebron School District,2,Gilead Hill School,Physical / Motor,2010-11,110,7.3,36.4,56.4
286,Highville Charter School District,1,Highville Charter School,Physical / Motor,2010-11,33,12.1,24.2,63.6
264,Integrated Day Charter School District,1,Integrated Day Charter School,Physical / Motor,2010-11,34,5.9,20.6,73.5
261,Jumoke Academy District,1,Jumoke Academy,Physical / Motor,2010-11,43,2.3,51.2,46.5
68,Kent School District,1,Kent Center School,Physical / Motor,2010-11,33,9.1,18.2,72.7
69,Killingly School District,1,Killingly Central School,Physical / Motor,2010-11,88,19.3,38.6,42
69,Killingly School District,3,Killingly Memorial School,Physical / Motor,2010-11,106,6.6,58.5,34.9
245,Learn,1,Multicultural Magnet School,Physical / Motor,2010-11,97,28.9,35.1,36.1
245,Learn,2,The Friendship School,Physical / Motor,2010-11,143,2.8,18.2,79
71,Lebanon School District,1,Lebanon Elementary School,Physical / Motor,2010-11,24,4.2,25,70.8
72,Ledyard School District,2,Gales Ferry School,Physical / Motor,2010-11,64,14.1,76.6,9.4
72,Ledyard School District,4,Gallup Hill School,Physical / Motor,2010-11,36,11.1,50,38.9
72,Ledyard School District,1,Ledyard Center School,Physical / Motor,2010-11,62,3.2,9.7,87.1
73,Lisbon School District,1,Lisbon Central School,Physical / Motor,2010-11,41,17.1,14.6,68.3
74,Litchfield School District,2,Center School,Physical / Motor,2010-11,76,10.5,48.7,40.8
76,Madison School District,1,J. Milton Jeffrey Elementary School,Physical / Motor,2010-11,135,0,51.1,48.9
77,Manchester School District,1,Bowers School,Physical / Motor,2010-11,73,20.5,71.2,8.2
77,Manchester School District,3,Buckley School,Physical / Motor,2010-11,63,25.4,42.9,31.7
77,Manchester School District,4,Highland Park School,Physical / Motor,2010-11,46,39.1,32.6,28.3
77,Manchester School District,6,Keeney School,Physical / Motor,2010-11,50,24,56,20
77,Manchester School District,16,Martin School,Physical / Motor,2010-11,41,17.1,70.7,12.2
77,Manchester School District,9,Nathan Hale School,Physical / Motor,2010-11,48,37.5,54.2,8.3
77,Manchester School District,10,Robertson School,Physical / Motor,2010-11,106,17,28.3,54.7
77,Manchester School District,12,Verplanck School,Physical / Motor,2010-11,67,23.9,38.8,37.3
77,Manchester School District,13,Waddell School,Physical / Motor,2010-11,59,25.4,71.2,3.4
77,Manchester School District,14,Washington School,Physical / Motor,2010-11,57,14,63.2,22.8
78,Mansfield School District,4,Annie E. Vinton School,Physical / Motor,2010-11,29,0,69,31
78,Mansfield School District,2,Dorothy C. Goodwin School,Physical / Motor,2010-11,36,16.7,63.9,19.4
78,Mansfield School District,5,Southeast Elementary School,Physical / Motor,2010-11,51,11.8,54.9,33.3
79,Marlborough School District,1,Elmer Thienes-Mary Hall Elementary School,Physical / Motor,2010-11,83,7.2,26.5,66.3
80,Meriden School District,1,Benjamin Franklin School,Physical / Motor,2010-11,60,20,51.7,28.3
