District ID,District Name,School ID,School Name,Domain,School Year,Number of Students Tested,level1,level2,level3
64,Hartford School District,17,Sarah J. Rawson Elementary School,Creative / Aesthetic,2008-09,79,12.7,30.4,57
64,Hartford School District,26,Simpson-Waverly School,Creative / Aesthetic,2008-09,47,31.9,46.8,21.3
64,Hartford School District,25,STEM Magnet School at Annie-Fisher School,Creative / Aesthetic,2008-09,37,8.1,67.6,24.3
64,Hartford School District,21,West Middle School,Creative / Aesthetic,2008-09,76,5.3,40.8,53.9
64,Hartford School District,22,Wish School,Creative / Aesthetic,2008-09,51,35.3,25.5,39.2
65,Hartland School District,1,Hartland School,Creative / Aesthetic,2008-09,31,3.2,0,96.8
67,Hebron School District,2,Gilead Hill School,Creative / Aesthetic,2008-09,147,7.5,34,58.5
286,Highville Charter School District,1,Highville Charter School,Creative / Aesthetic,2008-09,40,10,45,45
264,Integrated Day Charter School District,1,Integrated Day Charter School,Creative / Aesthetic,2008-09,34,5.9,23.5,70.6
261,Jumoke Academy District,1,Jumoke Academy,Creative / Aesthetic,2008-09,40,2.5,65,32.5
68,Kent School District,1,Kent Center School,Creative / Aesthetic,2008-09,39,5.1,20.5,74.4
69,Killingly School District,1,Killingly Central School,Creative / Aesthetic,2008-09,95,15.8,28.4,55.8
69,Killingly School District,3,Killingly Memorial School,Creative / Aesthetic,2008-09,100,5,57,38
245,Learn,1,Multicultural Magnet School,Creative / Aesthetic,2008-09,85,12.9,57.6,29.4
245,Learn,2,The Friendship School,Creative / Aesthetic,2008-09,188,4.8,21.8,73.4
71,Lebanon School District,1,Lebanon Elementary School,Creative / Aesthetic,2008-09,88,11.4,81.8,6.8
72,Ledyard School District,2,Gales Ferry School,Creative / Aesthetic,2008-09,73,1.4,63,35.6
72,Ledyard School District,4,Gallup Hill School,Creative / Aesthetic,2008-09,44,13.6,61.4,25
72,Ledyard School District,1,Ledyard Center School,Creative / Aesthetic,2008-09,56,7.1,51.8,41.1
73,Lisbon School District,1,Lisbon Central School,Creative / Aesthetic,2008-09,50,12,28,60
74,Litchfield School District,2,Center School,Creative / Aesthetic,2008-09,90,20,80,0
76,Madison School District,1,J. Milton Jeffrey Elementary School,Creative / Aesthetic,2008-09,200,1.5,68.5,30
77,Manchester School District,1,Bowers School,Creative / Aesthetic,2008-09,59,22,71.2,6.8
77,Manchester School District,3,Buckley School,Creative / Aesthetic,2008-09,30,20,73.3,6.7
77,Manchester School District,4,Highland Park School,Creative / Aesthetic,2008-09,32,50,46.9,3.1
77,Manchester School District,6,Keeney School,Creative / Aesthetic,2008-09,55,18.2,43.6,38.2
77,Manchester School District,16,Martin School,Creative / Aesthetic,2008-09,28,10.7,35.7,53.6
77,Manchester School District,9,Nathan Hale School,Creative / Aesthetic,2008-09,51,25.5,74.5,0
77,Manchester School District,10,Robertson School,Creative / Aesthetic,2008-09,91,12.1,48.4,39.6
77,Manchester School District,12,Verplanck School,Creative / Aesthetic,2008-09,71,21.1,46.5,32.4
77,Manchester School District,13,Waddell School,Creative / Aesthetic,2008-09,60,53.3,38.3,8.3
77,Manchester School District,14,Washington School,Creative / Aesthetic,2008-09,49,16.3,55.1,28.6
78,Mansfield School District,4,Annie E. Vinton School,Creative / Aesthetic,2008-09,33,0,51.5,48.5
78,Mansfield School District,2,Dorothy C. Goodwin School,Creative / Aesthetic,2008-09,39,10.3,53.8,35.9
78,Mansfield School District,5,Southeast Elementary School,Creative / Aesthetic,2008-09,42,16.7,50,33.3
79,Marlborough School District,1,Elmer Thienes-Mary Hall Elementary School,Creative / Aesthetic,2008-09,98,4.1,39.8,56.1
80,Meriden School District,1,Benjamin Franklin School,Creative / Aesthetic,2008-09,58,22.4,53.4,24.1
80,Meriden School District,11,Casimir Pulaski School,Creative / Aesthetic,2008-09,100,31,44,25
80,Meriden School District,3,Hanover School,Creative / Aesthetic,2008-09,55,9.1,49.1,41.8
80,Meriden School District,4,Israel Putnam School,Creative / Aesthetic,2008-09,82,8.5,46.3,45.1
80,Meriden School District,5,John Barry School,Creative / Aesthetic,2008-09,88,37.5,43.2,19.3
80,Meriden School District,7,Nathan Hale School,Creative / Aesthetic,2008-09,100,20,64,16
80,Meriden School District,8,Roger Sherman School,Creative / Aesthetic,2008-09,70,10,45.7,44.3
80,Meriden School District,10,Thomas Hooker School,Creative / Aesthetic,2008-09,107,58.9,34.6,6.5
83,Middletown School District,2,Bielefield School,Creative / Aesthetic,2008-09,46,10.9,50,39.1
83,Middletown School District,5,Farm Hill School,Creative / Aesthetic,2008-09,60,6.7,45,48.3
83,Middletown School District,13,Lawrence School,Creative / Aesthetic,2008-09,71,23.9,26.8,49.3
83,Middletown School District,9,MacDonough School,Creative / Aesthetic,2008-09,38,21.1,44.7,34.2
83,Middletown School District,12,Moody School,Creative / Aesthetic,2008-09,92,13,67.4,19.6
83,Middletown School District,11,Snow School,Creative / Aesthetic,2008-09,52,11.5,36.5,51.9
83,Middletown School District,1,Spencer School,Creative / Aesthetic,2008-09,71,2.8,35.2,62
83,Middletown School District,14,Wesley School,Creative / Aesthetic,2008-09,68,19.1,54.4,26.5
84,Milford School District,1,Calf Pen Meadow School,Creative / Aesthetic,2008-09,45,6.7,51.1,42.2
84,Milford School District,19,J. F. Kennedy School,Creative / Aesthetic,2008-09,52,3.8,34.6,61.5
84,Milford School District,16,Live Oaks School,Creative / Aesthetic,2008-09,55,5.5,38.2,56.4
84,Milford School District,7,Meadowside School,Creative / Aesthetic,2008-09,66,15.2,37.9,47
84,Milford School District,8,Orange Avenue School,Creative / Aesthetic,2008-09,54,7.4,22.2,70.4
84,Milford School District,18,Orchard Hills School,Creative / Aesthetic,2008-09,78,7.7,19.2,73.1
84,Milford School District,10,Pumpkin Delight School,Creative / Aesthetic,2008-09,137,4.4,67.9,27.7
84,Milford School District,14,Simon Lake School,Creative / Aesthetic,2008-09,48,6.3,16.7,77.1
85,Monroe School District,5,Fawn Hollow Elementary School,Creative / Aesthetic,2008-09,98,1,23.5,75.5
85,Monroe School District,1,Monroe Elementary School,Creative / Aesthetic,2008-09,50,0,14,86
85,Monroe School District,3,Stepney Elementary School,Creative / Aesthetic,2008-09,102,4.9,31.4,63.7
86,Montville School District,7,Dr. Charles E. Murphy School,Creative / Aesthetic,2008-09,53,5.7,56.6,37.7
86,Montville School District,1,Mohegan School,Creative / Aesthetic,2008-09,59,5.1,57.6,37.3
86,Montville School District,5,Oakdale School,Creative / Aesthetic,2008-09,64,4.7,9.4,85.9
88,Naugatuck School District,8,Andrew Avenue School,Creative / Aesthetic,2008-09,31,0,38.7,61.3
88,Naugatuck School District,1,Central Avenue School,Creative / Aesthetic,2008-09,70,12.9,62.9,24.3
88,Naugatuck School District,5,Hop Brook Elementary School,Creative / Aesthetic,2008-09,39,2.6,56.4,41
88,Naugatuck School District,3,Maple Hill School,Creative / Aesthetic,2008-09,93,11.8,60.2,28
88,Naugatuck School District,6,Salem School,Creative / Aesthetic,2008-09,49,26.5,46.9,26.5
88,Naugatuck School District,7,Western School,Creative / Aesthetic,2008-09,56,0,51.8,48.2
280,"New Beginnings Inc., Family Academy District",1,"New Beginnings Inc., Family Academy",Creative / Aesthetic,2008-09,60,3.3,60,36.7
89,New Britain School District,3,Chamberlain School,Creative / Aesthetic,2008-09,106,22.6,67,10.4
89,New Britain School District,11,Diloreto Magnet School,Creative / Aesthetic,2008-09,86,14,44.2,41.9
89,New Britain School District,5,Gaffney School,Creative / Aesthetic,2008-09,50,16,60,24
89,New Britain School District,6,Holmes School,Creative / Aesthetic,2008-09,79,35.4,40.5,24.1
89,New Britain School District,7,Jefferson School,Creative / Aesthetic,2008-09,68,7.4,66.2,26.5
89,New Britain School District,8,Lincoln School,Creative / Aesthetic,2008-09,99,29.3,44.4,26.3
89,New Britain School District,9,Northend School,Creative / Aesthetic,2008-09,44,11.4,59.1,29.5
89,New Britain School District,12,Smalley Academy,Creative / Aesthetic,2008-09,61,16.4,65.6,18
89,New Britain School District,13,Smith School,Creative / Aesthetic,2008-09,73,35.6,50.7,13.7
89,New Britain School District,15,Vance School,Creative / Aesthetic,2008-09,76,30.3,21.1,48.7
90,New Canaan School District,4,East School,Creative / Aesthetic,2008-09,107,0,32.7,67.3
90,New Canaan School District,2,South School,Creative / Aesthetic,2008-09,124,5.6,50,44.4
90,New Canaan School District,3,West School,Creative / Aesthetic,2008-09,83,4.8,45.8,49.4
91,New Fairfield School District,1,Consolidated School,Creative / Aesthetic,2008-09,176,5.1,33,61.9
92,New Hartford School District,1,Bakerville Consolidated School,Creative / Aesthetic,2008-09,48,2.1,25,72.9
92,New Hartford School District,2,New Hartford Elementary School,Creative / Aesthetic,2008-09,36,0,66.7,33.3
93,New Haven School District,15,Augusta Lewis Troup School,Creative / Aesthetic,2008-09,51,5.9,56.9,37.3
93,New Haven School District,2,Barnard Environmental Magnet School,Creative / Aesthetic,2008-09,50,18,28,54
93,New Haven School District,3,Beecher School,Creative / Aesthetic,2008-09,44,13.6,47.7,38.6
93,New Haven School District,18,Benjamin Jepson Magnet School,Creative / Aesthetic,2008-09,51,23.5,52.9,23.5
93,New Haven School District,43,Bishop Woods School,Creative / Aesthetic,2008-09,47,6.4,85.1,8.5
93,New Haven School District,48,Celentano School,Creative / Aesthetic,2008-09,42,21.4,45.2,33.3
93,New Haven School District,41,Christopher Columbus Academy,Creative / Aesthetic,2008-09,68,44.1,22.1,33.8
93,New Haven School District,5,Clarence Rogers School,Creative / Aesthetic,2008-09,41,19.5,31.7,48.8
93,New Haven School District,42,Clemente Leadership Academy,Creative / Aesthetic,2008-09,54,5.6,51.9,42.6
93,New Haven School District,6,Clinton Avenue School,Creative / Aesthetic,2008-09,49,14.3,61.2,24.5
93,New Haven School District,31,Conte/West Hills Magnet School,Creative / Aesthetic,2008-09,73,42.5,52.1,5.5
93,New Haven School District,9,Davis 21st Century Magnet Elementary School,Creative / Aesthetic,2008-09,52,1.9,53.8,44.2
93,New Haven School District,46,East Rock Community Magnet School,Creative / Aesthetic,2008-09,73,50.7,28.8,20.5
93,New Haven School District,12,Edgewood School,Creative / Aesthetic,2008-09,51,13.7,29.4,56.9
93,New Haven School District,16,Fair Haven School,Creative / Aesthetic,2008-09,31,9.7,48.4,41.9
93,New Haven School District,7,Hill Central Music Academy,Creative / Aesthetic,2008-09,66,30.3,57.6,12.1
93,New Haven School District,13,John C. Daniels,Creative / Aesthetic,2008-09,52,0,50,50
93,New Haven School District,8,John S. Martinez School,Creative / Aesthetic,2008-09,50,36,28,36
93,New Haven School District,30,King/Robinson Magnet School,Creative / Aesthetic,2008-09,64,18.8,48.4,32.8
93,New Haven School District,20,Lincoln-Bassett School,Creative / Aesthetic,2008-09,42,23.8,57.1,19
93,New Haven School District,49,Microsociety Magnet School,Creative / Aesthetic,2008-09,26,0,96.2,3.8
93,New Haven School District,14,Nathan Hale School,Creative / Aesthetic,2008-09,52,13.5,19.2,67.3
93,New Haven School District,10,Ross/Woodward School,Creative / Aesthetic,2008-09,50,6,86,8
93,New Haven School District,28,Strong School KG,Creative / Aesthetic,2008-09,196,26,50.5,23.5
93,New Haven School District,29,Truman School,Creative / Aesthetic,2008-09,47,38.3,59.6,2.1
93,New Haven School District,25,"Vincent E. Mauro Elementary Math, Science and Technology Magnet School",Creative / Aesthetic,2008-09,49,18.4,71.4,10.2
93,New Haven School District,32,Wexler/Grant Community School,Creative / Aesthetic,2008-09,46,23.9,71.7,4.3
93,New Haven School District,38,Worthington Hooker School,Creative / Aesthetic,2008-09,49,0,32.7,67.3
95,New London School District,2,Harbor School,Creative / Aesthetic,2008-09,47,6.4,25.5,68.1
95,New London School District,3,Jennings School,Creative / Aesthetic,2008-09,83,12,63.9,24.1
95,New London School District,9,Nathan Hale School,Creative / Aesthetic,2008-09,48,6.3,43.8,50
95,New London School District,5,Shoreline Academy,Creative / Aesthetic,2008-09,18,0,0,100
95,New London School District,8,Winthrop School,Creative / Aesthetic,2008-09,43,0,14,86
96,New Milford School District,5,Hill And Plain School,Creative / Aesthetic,2008-09,103,6.8,43.7,49.5
96,New Milford School District,7,John Pettibone School,Creative / Aesthetic,2008-09,100,12,51,37
96,New Milford School District,8,Northville Elementary School,Creative / Aesthetic,2008-09,130,6.2,66.2,27.7
94,Newington School District,6,Anna Reynolds School,Creative / Aesthetic,2008-09,93,11.8,26.9,61.3
94,Newington School District,2,Elizabeth Green School,Creative / Aesthetic,2008-09,57,10.5,89.5,0
94,Newington School District,8,John Paterson School,Creative / Aesthetic,2008-09,88,6.8,34.1,59.1
94,Newington School District,7,Ruth Chaffee School,Creative / Aesthetic,2008-09,74,16.2,47.3,36.5
97,Newtown School District,1,Hawley Elementary School,Creative / Aesthetic,2008-09,65,3.1,35.4,61.5
97,Newtown School District,4,Head O'Meadow Elementary School,Creative / Aesthetic,2008-09,62,0,8.1,91.9
97,Newtown School District,3,Middle Gate Elementary School,Creative / Aesthetic,2008-09,96,1,7.3,91.7
97,Newtown School District,2,Sandy Hook Elementary School,Creative / Aesthetic,2008-09,96,0,4.2,95.8
98,Norfolk School District,1,Botelle Elementary School,Creative / Aesthetic,2008-09,11,9.1,27.3,63.6
99,North Branford School District,4,Jerome Harrison School,Creative / Aesthetic,2008-09,84,8.3,26.2,65.5
99,North Branford School District,5,Stanley T. Williams School,Creative / Aesthetic,2008-09,83,8.4,60.2,31.3
100,North Canaan School District,1,North Canaan Elementary School,Creative / Aesthetic,2008-09,35,17.1,80,2.9
101,North Haven School District,8,Clintonville Elementary School,Creative / Aesthetic,2008-09,41,9.8,48.8,41.5
101,North Haven School District,7,Green Acres Elementary School,Creative / Aesthetic,2008-09,61,19.7,29.5,50.8
101,North Haven School District,2,Montowese Elementary School,Creative / Aesthetic,2008-09,73,2.7,17.8,79.5
101,North Haven School District,3,Ridge Road Elementary School,Creative / Aesthetic,2008-09,70,12.9,57.1,30
102,North Stonington School District,1,North Stonington Elementary School,Creative / Aesthetic,2008-09,62,9.7,66.1,24.2
103,Norwalk School District,2,Brookside Elementary School,Creative / Aesthetic,2008-09,73,27.4,45.2,27.4
103,Norwalk School District,3,Columbus Magnet School,Creative / Aesthetic,2008-09,38,0,21.1,78.9
103,Norwalk School District,4,Cranbury Elementary School,Creative / Aesthetic,2008-09,76,7.9,51.3,40.8
103,Norwalk School District,20,Fox Run Elementary School,Creative / Aesthetic,2008-09,90,3.3,51.1,45.6
103,Norwalk School District,7,Jefferson Magnet School,Creative / Aesthetic,2008-09,107,6.5,37.4,56.1
103,Norwalk School District,8,Kendall Elementary School,Creative / Aesthetic,2008-09,71,4.2,74.6,21.1
103,Norwalk School District,22,Marvin Elementary School,Creative / Aesthetic,2008-09,78,5.1,47.4,47.4
103,Norwalk School District,21,Naramake Elementary School,Creative / Aesthetic,2008-09,68,11.8,73.5,14.7
103,Norwalk School District,13,Rowayton School,Creative / Aesthetic,2008-09,90,4.4,31.1,64.4
103,Norwalk School District,23,Silvermine Elementary School,Creative / Aesthetic,2008-09,59,10.2,44.1,45.8
103,Norwalk School District,14,Tracey School,Creative / Aesthetic,2008-09,69,7.2,59.4,33.3
103,Norwalk School District,24,Wolfpit School,Creative / Aesthetic,2008-09,65,6.2,44.6,49.2
104,Norwich School District,1,Bishop School,Creative / Aesthetic,2008-09,27,29.6,40.7,29.6
104,Norwich School District,6,Greeneville School,Creative / Aesthetic,2008-09,41,17.1,61,22
104,Norwich School District,14,John B. Stanton School,Creative / Aesthetic,2008-09,48,45.8,25,29.2
104,Norwich School District,20,John M. Moriarty School,Creative / Aesthetic,2008-09,73,4.1,8.2,87.7
104,Norwich School District,8,Samuel Huntington School,Creative / Aesthetic,2008-09,63,12.7,65.1,22.2
104,Norwich School District,17,Thomas W. Mahan School,Creative / Aesthetic,2008-09,38,7.9,86.8,5.3
104,Norwich School District,19,Uncas School,Creative / Aesthetic,2008-09,40,2.5,5,92.5
104,Norwich School District,18,Veterans' Memorial School,Creative / Aesthetic,2008-09,25,12,52,36
104,Norwich School District,15,Wequonnoc School,Creative / Aesthetic,2008-09,34,32.4,50,17.6
106,Old Saybrook School District,2,Kathleen E. Goodwin School,Creative / Aesthetic,2008-09,99,2,22.2,75.8
107,Orange School District,2,Mary L. Tracy School,Creative / Aesthetic,2008-09,162,1.2,7.4,91.4
108,Oxford School District,3,Quaker Farms School,Creative / Aesthetic,2008-09,172,3.5,5.8,90.7
109,Plainfield School District,5,Early Childhood Center,Creative / Aesthetic,2008-09,172,14,68,18
110,Plainville School District,4,Frank T. Wheeler School,Creative / Aesthetic,2008-09,45,4.4,73.3,22.2
110,Plainville School District,2,Linden Street School,Creative / Aesthetic,2008-09,67,10.4,67.2,22.4
110,Plainville School District,5,Louis Toffolon School,Creative / Aesthetic,2008-09,49,6.1,44.9,49
111,Plymouth School District,4,Harry S. Fisher Elementary School,Creative / Aesthetic,2008-09,50,2,48,50
111,Plymouth School District,2,Plymouth Center School,Creative / Aesthetic,2008-09,59,6.8,83.1,10.2
112,Pomfret School District,1,Pomfret Community School,Creative / Aesthetic,2008-09,56,0,33.9,66.1
113,Portland School District,2,Valley View School,Creative / Aesthetic,2008-09,102,4.9,67.6,27.5
114,Preston School District,4,Preston Veterans' Memorial School,Creative / Aesthetic,2008-09,51,2,54.9,43.1
116,Putnam School District,3,Putnam Elementary School,Creative / Aesthetic,2008-09,97,21.6,37.1,41.2
117,Redding School District,1,Redding Elementary School,Creative / Aesthetic,2008-09,109,6.4,46.8,46.8
206,Regional School District 06,1,Goshen Center School,Creative / Aesthetic,2008-09,22,4.5,18.2,77.3
206,Regional School District 06,2,James Morris School,Creative / Aesthetic,2008-09,21,0,0,100
206,Regional School District 06,3,Warren Elementary School,Creative / Aesthetic,2008-09,3,0,33.3,66.7
210,Regional School District 10,3,Harwinton Consolidated School,Creative / Aesthetic,2008-09,95,2.1,31.6,66.3
210,Regional School District 10,2,Lake Garda Elementary School,Creative / Aesthetic,2008-09,115,34.8,63.5,1.7
212,Regional School District 12,2,Booth Free School,Creative / Aesthetic,2008-09,20,0,0,100
212,Regional School District 12,1,The Burnham School,Creative / Aesthetic,2008-09,11,0,0,100
212,Regional School District 12,4,Washington Primary School,Creative / Aesthetic,2008-09,28,0,0,100
213,Regional School District 13,1,Frederick Brewster School,Creative / Aesthetic,2008-09,88,8,79.5,12.5
213,Regional School District 13,5,John Lyman School,Creative / Aesthetic,2008-09,61,4.9,26.2,68.9
214,Regional School District 14,1,Bethlehem Elementary School,Creative / Aesthetic,2008-09,118,2.5,37.3,60.2
215,Regional School District 15,4,Gainfield Elementary School,Creative / Aesthetic,2008-09,62,12.9,43.5,43.5
215,Regional School District 15,7,Long Meadow Elementary School,Creative / Aesthetic,2008-09,95,2.1,16.8,81.1
215,Regional School District 15,6,Middlebury Elementary School,Creative / Aesthetic,2008-09,67,7.5,67.2,25.4
215,Regional School District 15,5,Pomperaug School,Creative / Aesthetic,2008-09,75,2.7,56,41.3
216,Regional School District 16,3,Algonquin School,Creative / Aesthetic,2008-09,123,3.3,39.8,56.9
216,Regional School District 16,1,Laurel Ledge School,Creative / Aesthetic,2008-09,74,2.7,79.7,17.6
217,Regional School District 17,2,Burr District Elementary School,Creative / Aesthetic,2008-09,47,6.4,36.2,57.4
217,Regional School District 17,1,Haddam Elementary School,Creative / Aesthetic,2008-09,44,15.9,47.7,36.4
217,Regional School District 17,3,Killingworth Elementary School,Creative / Aesthetic,2008-09,76,0,19.7,80.3
218,Regional School District 18,1,Lyme Consolidated School,Creative / Aesthetic,2008-09,16,0,56.3,43.8
218,Regional School District 18,2,Mile Creek School,Creative / Aesthetic,2008-09,79,10.1,36.7,53.2
118,Ridgefield School District,8,Barlow Mountain Elementary School,Creative / Aesthetic,2008-09,68,5.9,4.4,89.7
118,Ridgefield School District,6,Branchville Elementary School,Creative / Aesthetic,2008-09,60,0,11.7,88.3
118,Ridgefield School District,4,Farmingville Elementary School,Creative / Aesthetic,2008-09,44,0,9.1,90.9
118,Ridgefield School District,3,Ridgebury Elementary School,Creative / Aesthetic,2008-09,55,7.3,74.5,18.2
118,Ridgefield School District,5,Scotland Elementary School,Creative / Aesthetic,2008-09,58,0,12.1,87.9
118,Ridgefield School District,2,Veterans Park Elementary School,Creative / Aesthetic,2008-09,45,0,31.1,68.9
119,Rocky Hill School District,2,Dr. Oran A. Moser School,Creative / Aesthetic,2008-09,27,0,29.6,70.4
119,Rocky Hill School District,4,Myrtle H. Stevens School,Creative / Aesthetic,2008-09,51,2,0,98
119,Rocky Hill School District,5,West Hill School,Creative / Aesthetic,2008-09,107,2.8,12.1,85
121,Salem School District,1,Salem Elementary School,Creative / Aesthetic,2008-09,44,0,2.3,97.7
122,Salisbury School District,1,Salisbury Central School,Creative / Aesthetic,2008-09,25,0,4,96
123,Scotland School District,1,Scotland Elementary School,Creative / Aesthetic,2008-09,19,15.8,52.6,31.6
124,Seymour School District,3,Anna L. Lopresti School,Creative / Aesthetic,2008-09,39,5.1,28.2,66.7
124,Seymour School District,1,Bungay School,Creative / Aesthetic,2008-09,92,3.3,34.8,62
124,Seymour School District,4,Paul Chatfield School,Creative / Aesthetic,2008-09,37,0,83.8,16.2
125,Sharon School District,1,Sharon Center School,Creative / Aesthetic,2008-09,21,0,23.8,76.2
126,Shelton School District,10,Booth Hill School,Creative / Aesthetic,2008-09,67,13.4,52.2,34.3
126,Shelton School District,5,Elizabeth Shelton School,Creative / Aesthetic,2008-09,71,16.9,28.2,54.9
126,Shelton School District,4,Lafayette School,Creative / Aesthetic,2008-09,36,0,8.3,91.7
126,Shelton School District,8,Long Hill School,Creative / Aesthetic,2008-09,79,25.3,45.6,29.1
126,Shelton School District,9,Mohegan School,Creative / Aesthetic,2008-09,92,6.5,56.5,37
126,Shelton School District,6,Sunnyside School,Creative / Aesthetic,2008-09,29,20.7,75.9,3.4
127,Sherman School District,1,Sherman School,Creative / Aesthetic,2008-09,31,0,16.1,83.9
270,Side By Side Community School District,1,Side By Side Community School,Creative / Aesthetic,2008-09,22,0,22.7,77.3
128,Simsbury School District,1,Central School,Creative / Aesthetic,2008-09,79,0,11.4,88.6
128,Simsbury School District,7,Squadron Line School,Creative / Aesthetic,2008-09,87,3.4,21.8,74.7
128,Simsbury School District,4,Tootin' Hills School,Creative / Aesthetic,2008-09,108,4.6,18.5,76.9
129,Somers School District,4,Somers Elementary School,Creative / Aesthetic,2008-09,96,0,24,76
132,South Windsor School District,6,Orchard Hill School,Creative / Aesthetic,2008-09,56,1.8,21.4,76.8
132,South Windsor School District,1,Philip R. Smith School,Creative / Aesthetic,2008-09,52,0,1.9,98.1
132,South Windsor School District,2,Pleasant Valley School,Creative / Aesthetic,2008-09,63,3.2,33.3,63.5
131,Southington School District,15,Derynoski Elementary School,Creative / Aesthetic,2008-09,114,8.8,42.1,49.1
131,Southington School District,13,Flanders School,Creative / Aesthetic,2008-09,45,15.6,53.3,31.1
131,Southington School District,2,Hatton School,Creative / Aesthetic,2008-09,68,27.9,44.1,27.9
131,Southington School District,6,Plantsville School at North Center,Creative / Aesthetic,2008-09,31,0,12.9,87.1
131,Southington School District,7,South End School,Creative / Aesthetic,2008-09,37,13.5,81.1,5.4
131,Southington School District,8,Strong School,Creative / Aesthetic,2008-09,75,2.7,97.3,0
131,Southington School District,9,Thalberg School,Creative / Aesthetic,2008-09,55,12.7,36.4,50.9
131,Southington School District,14,Urbin T. Kelley School,Creative / Aesthetic,2008-09,64,51.6,48.4,0
133,Sprague School District,1,Sayles School,Creative / Aesthetic,2008-09,38,26.3,15.8,57.9
134,Stafford School District,3,Staffordville School,Creative / Aesthetic,2008-09,61,0,24.6,75.4
134,Stafford School District,4,West Stafford School,Creative / Aesthetic,2008-09,60,0,6.7,93.3
135,Stamford School District,20,Davenport Ridge School,Creative / Aesthetic,2008-09,77,23.4,62.3,14.3
135,Stamford School District,22,Hart School,Creative / Aesthetic,2008-09,72,23.6,47.2,29.2
135,Stamford School District,12,Julia A. Stark School,Creative / Aesthetic,2008-09,100,11,55,34
135,Stamford School District,5,K. T. Murphy School,Creative / Aesthetic,2008-09,107,30.8,23.4,45.8
135,Stamford School District,6,Newfield School,Creative / Aesthetic,2008-09,119,6.7,31.9,61.3
135,Stamford School District,18,Northeast School,Creative / Aesthetic,2008-09,139,14.4,25.2,60.4
135,Stamford School District,8,Rogers International School,Creative / Aesthetic,2008-09,86,18.6,39.5,41.9
135,Stamford School District,9,Roxbury School,Creative / Aesthetic,2008-09,122,10.7,23.8,65.6
135,Stamford School District,11,Springdale School,Creative / Aesthetic,2008-09,92,17.4,55.4,27.2
135,Stamford School District,21,Stillmeadow School,Creative / Aesthetic,2008-09,118,9.3,40.7,50
135,Stamford School District,19,Toquam Magnet School,Creative / Aesthetic,2008-09,80,7.5,30,62.5
135,Stamford School District,14,Westover School,Creative / Aesthetic,2008-09,117,14.5,35,50.4
136,Sterling School District,3,Sterling Community School,Creative / Aesthetic,2008-09,66,12.1,22.7,65.2
137,Stonington School District,5,Deans Mill School,Creative / Aesthetic,2008-09,83,9.6,41,49.4
137,Stonington School District,6,West Vine Street School,Creative / Aesthetic,2008-09,71,4.2,26.8,69
138,Stratford School District,3,Chapel School,Creative / Aesthetic,2008-09,123,8.9,34.1,56.9
138,Stratford School District,13,Eli Whitney School,Creative / Aesthetic,2008-09,42,2.4,31,66.7
138,Stratford School District,4,Franklin School,Creative / Aesthetic,2008-09,56,8.9,48.2,42.9
138,Stratford School District,8,Lordship School,Creative / Aesthetic,2008-09,36,2.8,16.7,80.6
138,Stratford School District,9,Nichols School,Creative / Aesthetic,2008-09,43,2.3,20.9,76.7
138,Stratford School District,10,Second Hill Lane School,Creative / Aesthetic,2008-09,127,17.3,40.9,41.7
138,Stratford School District,15,Stratford Academy - Johnson House,Creative / Aesthetic,2008-09,75,8,38.7,53.3
138,Stratford School District,14,Wilcoxson School,Creative / Aesthetic,2008-09,44,6.8,38.6,54.5
139,Suffield School District,4,A. Ward Spaulding School,Creative / Aesthetic,2008-09,108,0,20.4,79.6
140,Thomaston School District,1,Black Rock School,Creative / Aesthetic,2008-09,93,1.1,19.4,79.6
141,Thompson School District,1,Mary R. Fisher Elementary School,Creative / Aesthetic,2008-09,83,9.6,36.1,54.2
142,Tolland School District,1,Birch Grove Primary School,Creative / Aesthetic,2008-09,211,10.9,57.3,31.8
143,Torrington School District,1,East School,Creative / Aesthetic,2008-09,65,1.5,18.5,80
143,Torrington School District,2,Forbes School,Creative / Aesthetic,2008-09,69,2.9,20.3,76.8
143,Torrington School District,8,Southwest School,Creative / Aesthetic,2008-09,52,7.7,59.6,32.7
143,Torrington School District,9,Torringford School,Creative / Aesthetic,2008-09,89,2.2,10.1,87.6
143,Torrington School District,13,Vogel-Wetmore School,Creative / Aesthetic,2008-09,74,12.2,44.6,43.2
144,Trumbull School District,1,Booth Hill School,Creative / Aesthetic,2008-09,84,19,67.9,13.1
144,Trumbull School District,8,Daniels Farm School,Creative / Aesthetic,2008-09,74,5.4,55.4,39.2
144,Trumbull School District,10,Frenchtown Elementary School,Creative / Aesthetic,2008-09,107,0,15.9,84.1
144,Trumbull School District,4,Jane Ryan School,Creative / Aesthetic,2008-09,63,1.6,25.4,73
144,Trumbull School District,3,Middlebrook School,Creative / Aesthetic,2008-09,70,5.7,42.9,51.4
144,Trumbull School District,9,Tashua School,Creative / Aesthetic,2008-09,72,1.4,27.8,70.8
145,Union School District,1,Union Elementary School,Creative / Aesthetic,2008-09,13,7.7,84.6,7.7
146,Vernon School District,14,Center Road School,Creative / Aesthetic,2008-09,68,17.6,33.8,48.5
146,Vernon School District,1,Lake Street School,Creative / Aesthetic,2008-09,54,3.7,31.5,64.8
146,Vernon School District,2,Maple Street School,Creative / Aesthetic,2008-09,41,14.6,41.5,43.9
