District ID,District Name,School ID,School Name,School Year,Number of Students Tested,Standard CMT Score Summary Average Scale Score,Standard CMT Score Summary Percent at above Goal level,Standard CMT Score Summary Percent at above Proficient level
89,New Britain School District,54,"House of Arts, Letters and Science (HALS)  Academy",2008-09,53,287.7,98.1,100
89,New Britain School District,53,Pulaski Middle School,2008-09,172,209.9,18,42.4
89,New Britain School District,51,Roosevelt Middle School,2008-09,125,205.4,12.8,38.4
89,New Britain School District,52,Slade Middle School,2008-09,219,222.5,32,57.5
90,New Canaan School District,51,Saxe Middle School,2008-09,284,293.9,93,98.9
91,New Fairfield School District,52,New Fairfield Middle School,2008-09,240,282.2,88.3,98.3
92,New Hartford School District,3,Ann Antolini School,2008-09,70,291.5,94.3,98.6
93,New Haven School District,15,Augusta Lewis Troup School,2008-09,24,226,29.2,62.5
93,New Haven School District,2,Barnard Environmental Magnet School,2008-09,40,217.5,20,50
93,New Haven School District,3,Beecher School,2008-09,59,229.2,35.6,69.5
93,New Haven School District,18,Benjamin Jepson Magnet School,2008-09,31,234,41.9,77.4
93,New Haven School District,55,Betsy Ross Arts Magnet School,2008-09,113,244.3,46.9,80.5
93,New Haven School District,43,Bishop Woods School,2008-09,23,238.7,52.2,78.3
93,New Haven School District,48,Celentano School,2008-09,35,219,28.6,54.3
93,New Haven School District,41,Christopher Columbus Academy,2008-09,28,235.2,32.1,78.6
93,New Haven School District,42,Clemente Leadership Academy,2008-09,31,214.8,6.5,51.6
93,New Haven School District,6,Clinton Avenue School,2008-09,47,222.1,31.9,59.6
93,New Haven School District,31,Conte/West Hills Magnet School,2008-09,63,245.4,47.6,77.8
93,New Haven School District,46,East Rock Community Magnet School,2008-09,43,226.5,37.2,55.8
93,New Haven School District,12,Edgewood School,2008-09,43,254.3,55.8,88.4
93,New Haven School District,17,Engineering - Science University Magnet School,2008-09,67,257.4,64.2,88.1
93,New Haven School District,16,Fair Haven School,2008-09,57,215.4,17.5,50.9
93,New Haven School District,7,Hill Central Music Academy,2008-09,37,196.1,13.5,21.6
93,New Haven School District,13,John C. Daniels,2008-09,45,242.4,51.1,86.7
93,New Haven School District,8,John S. Martinez School,2008-09,62,235,40.3,72.6
93,New Haven School District,4,Katherine Brennan School,2008-09,25,203.8,12,36
93,New Haven School District,30,King/Robinson Magnet School,2008-09,32,229.9,37.5,65.6
93,New Haven School District,20,Lincoln-Bassett School,2008-09,24,237.2,45.8,79.2
93,New Haven School District,49,Microsociety Magnet School,2008-09,20,245.9,45,80
93,New Haven School District,14,Nathan Hale School,2008-09,49,261.3,69.4,91.8
93,New Haven School District,10,Ross/Woodward School,2008-09,51,218.5,25.5,49
93,New Haven School District,53,Sheridan Communications and Technology Magnet School,2008-09,42,263.8,71.4,90.5
93,New Haven School District,29,Truman School,2008-09,57,216.6,26.3,50.9
93,New Haven School District,51,Urban Youth Center Middle School,2008-09,,,,
93,New Haven School District,25,"Vincent E. Mauro Elementary Math, Science and Technology Magnet School",2008-09,39,254.2,48.7,84.6
93,New Haven School District,32,Wexler/Grant Community School,2008-09,33,230.2,39.4,60.6
93,New Haven School District,38,Worthington Hooker School,2008-09,36,265.7,72.2,80.6
95,New London School District,51,Bennie Dover Jackson Middle School,2008-09,173,229.8,35.8,69.4
95,New London School District,52,Dual Language Arts Academy/Academia Bilingue de las Artes,2008-09,,,,
96,New Milford School District,9,Sarah Noble Intermediate School,2008-09,365,269,74.8,91.2
94,Newington School District,53,John Wallace Middle School,2008-09,197,278.1,79.7,89.3
94,Newington School District,51,Martin Kellogg Middle School,2008-09,165,265.1,69.7,90.3
97,Newtown School District,5,Reed Intermediate School ,2008-09,458,290.4,93.2,98.9
98,Norfolk School District,1,Botelle Elementary School,2008-09,28,289.7,92.9,100
99,North Branford School District,51,North Branford Intermediate School,2008-09,224,266.9,73.2,92.9
100,North Canaan School District,1,North Canaan Elementary School,2008-09,30,282.9,86.7,100
101,North Haven School District,52,North Haven Middle School,2008-09,276,259.5,66.3,89.1
102,North Stonington School District,51,Wheeler Middle School,2008-09,63,269,77.8,90.5
103,Norwalk School District,52,Nathan Hale Middle School,2008-09,194,259.6,61.3,85.1
103,Norwalk School District,53,Ponus Ridge Middle School,2008-09,241,241.5,47.7,72.6
103,Norwalk School District,55,Roton Middle School,2008-09,126,259.4,61.9,82.5
103,Norwalk School District,54,West Rocks Middle School,2008-09,232,243.5,53.9,75.4
104,Norwich School District,51,Kelly Middle School,2008-09,200,235.3,40.5,69.5
104,Norwich School District,52,Teachers' Memorial Middle School,2008-09,158,241.1,48.1,77.8
263,Odyssey Community School District,51,Odyssey Community School,2008-09,32,239.3,46.9,68.8
106,Old Saybrook School District,52,Old Saybrook Middle School,2008-09,116,270.6,78.4,94
107,Orange School District,5,Peck Place School,2008-09,79,283.3,86.1,100
107,Orange School District,3,Race Brook School,2008-09,67,295.4,91,95.5
107,Orange School District,4,Turkey Hill School,2008-09,52,307.1,96.2,100
108,Oxford School District,51,Great Oak School,2008-09,136,268.1,73.5,91.9
283,Park City Prep Charter School,51,Park City Prep Charter School,2008-09,59,222.6,25.4,59.3
109,Plainfield School District,51,Plainfield Central Middle School,2008-09,180,259,70.6,90
110,Plainville School District,52,Middle School of Plainville,2008-09,174,264.3,73,95.4
111,Plymouth School District,51,Eli Terry Jr. Middle School,2008-09,147,259.9,68.7,87.8
112,Pomfret School District,1,Pomfret Community School,2008-09,57,273.6,73.7,96.5
113,Portland School District,5,Brownstone Intermediate School,2008-09,100,275.1,81,95
114,Preston School District,51,Preston Plains School,2008-09,42,277.6,83.3,95.2
116,Putnam School District,51,Putnam Middle School,2008-09,80,255.2,62.5,88.8
117,Redding School District,51,John Read Middle School,2008-09,142,297.2,94.4,100
206,Regional School District 06,1,Goshen Center School,2008-09,35,271.7,82.9,94.3
206,Regional School District 06,2,James Morris School,2008-09,31,264.3,77.4,96.8
206,Regional School District 06,3,Warren Elementary School,2008-09,,,,
210,Regional School District 10,51,Har-Bur Middle School,2008-09,212,278.9,82.1,95.8
212,Regional School District 12,51,Shepaug Valley Middle School,2008-09,75,270.8,80,92
213,Regional School District 13,4,Middlefield Memorial School,2008-09,172,284.1,87.2,97.1
214,Regional School District 14,51,Woodbury Middle School,2008-09,149,284,89.9,95.3
215,Regional School District 15,52,Memorial Middle School,2008-09,152,285.2,88.8,96.7
215,Regional School District 15,51,Rochambeau Middle School,2008-09,192,291.3,92.7,99
216,Regional School District 16,51,Long River Middle School,2008-09,189,263.4,75.1,93.1
217,Regional School District 17,51,Haddam-Killingworth Middle School,2008-09,200,279.4,84,97.5
218,Regional School District 18,51,Lyme-Old Lyme Middle School,2008-09,95,291.9,90.5,98.9
118,Ridgefield School District,51,East Ridge Middle School,2008-09,241,293.1,91.7,96.7
118,Ridgefield School District,52,Scotts Ridge Middle School,2008-09,186,292.4,91.4,97.8
119,Rocky Hill School District,51,Albert D. Griswold Middle School,2008-09,186,274,77.4,94.1
121,Salem School District,1,Salem Elementary School,2008-09,63,303.2,96.8,100
122,Salisbury School District,1,Salisbury Central School,2008-09,29,265.1,65.5,96.6
123,Scotland School District,1,Scotland Elementary School,2008-09,28,256.7,75,89.3
124,Seymour School District,51,Seymour Middle School,2008-09,190,268.5,73.2,90.5
125,Sharon School District,1,Sharon Center School,2008-09,,,,
126,Shelton School District,10,Booth Hill School,2008-09,73,293.8,87.7,95.9
126,Shelton School District,5,Elizabeth Shelton School,2008-09,98,280.8,86.7,96.9
126,Shelton School District,4,Lafayette School,2008-09,53,241.1,47.2,75.5
126,Shelton School District,8,Long Hill School,2008-09,74,271,71.6,87.8
126,Shelton School District,9,Mohegan School,2008-09,86,282.7,88.4,98.8
126,Shelton School District,6,Sunnyside School,2008-09,42,273,85.7,100
127,Sherman School District,1,Sherman School,2008-09,58,275.2,84.5,91.4
270,Side By Side Community School District,1,Side By Side Community School,2008-09,,,,
128,Simsbury School District,1,Central School,2008-09,64,298.8,93.8,100
128,Simsbury School District,6,Latimer Lane School,2008-09,91,298.5,93.4,98.9
128,Simsbury School District,7,Squadron Line School,2008-09,116,283.2,87.9,97.4
128,Simsbury School District,3,Tariffville School,2008-09,44,282.7,81.8,93.2
128,Simsbury School District,4,Tootin' Hills School,2008-09,68,288.5,86.8,97.1
129,Somers School District,51,Mabelle B. Avery Middle School,2008-09,124,269,80.6,95.2
132,South Windsor School District,51,Timothy Edwards School,2008-09,349,279.1,83.7,96.3
131,Southington School District,53,John F. Kennedy Middle School,2008-09,274,282.2,86.5,97.1
131,Southington School District,51,Joseph A. Depaolo Middle School,2008-09,234,281.4,85,95.3
133,Sprague School District,1,Sayles School,2008-09,28,261.3,64.3,92.9
134,Stafford School District,52,Stafford Middle School,2008-09,112,274.7,76.8,97.3
135,Stamford School District,56,Cloonan School,2008-09,192,263,66.1,83.3
135,Stamford School District,53,Dolan School,2008-09,172,248.2,55.2,80.8
135,Stamford School District,58,Rippowam Middle School,2008-09,203,249.5,52.2,78.3
135,Stamford School District,57,Scofield Middle School,2008-09,201,262.7,68.7,86.1
135,Stamford School District,55,Turn of River School,2008-09,169,265.9,68.6,84
136,Sterling School District,3,Sterling Community School,2008-09,51,249.9,62.7,76.5
137,Stonington School District,52,Mystic Middle School,2008-09,101,266.9,76.2,93.1
137,Stonington School District,51,Pawcatuck Middle School,2008-09,93,268.5,76.3,94.6
138,Stratford School District,3,Chapel School,2008-09,63,278.1,84.1,93.7
138,Stratford School District,13,Eli Whitney School,2008-09,81,261,65.4,93.8
138,Stratford School District,4,Franklin School,2008-09,32,253.8,68.8,90.6
138,Stratford School District,8,Lordship School,2008-09,37,255,56.8,97.3
138,Stratford School District,9,Nichols School,2008-09,62,283.9,91.9,96.8
138,Stratford School District,10,Second Hill Lane School,2008-09,77,254.4,59.7,87
138,Stratford School District,15,Stratford Academy - Johnson House,2008-09,107,279.5,82.2,92.5
138,Stratford School District,14,Wilcoxson School,2008-09,60,268.5,71.7,90
139,Suffield School District,51,Suffield Middle School,2008-09,197,284.5,85.8,94.9
140,Thomaston School District,2,Thomaston Center School,2008-09,99,265.4,73.7,87.9
141,Thompson School District,51,Thompson Middle School,2008-09,109,258.7,70.6,88.1
142,Tolland School District,51,Tolland Middle School,2008-09,248,280,87.1,95.2
143,Torrington School District,51,Torrington Middle School,2008-09,346,261,66.2,89
278,Trailblazers Academy District,51,Trailblazers Academy,2008-09,43,207.9,20.9,39.5
144,Trumbull School District,52,Hillcrest Middle School,2008-09,238,292.9,89.1,97.1
144,Trumbull School District,51,Madison Middle School,2008-09,281,281.8,86.8,95.7
145,Union School District,1,Union Elementary School,2008-09,,,,
146,Vernon School District,51,Vernon Center Middle School,2008-09,248,255.5,64.1,88.3
147,Voluntown School District,1,Voluntown Elementary School,2008-09,29,266,82.8,96.6
148,Wallingford School District,52,Dag Hammarskjold Middle School,2008-09,231,269.3,77.5,93.9
148,Wallingford School District,53,James H. Moran Middle School,2008-09,268,262.2,70.1,93.3
151,Waterbury School District,51,Michael F. Wallace Middle School,2008-09,423,235.6,39.5,70.7
151,Waterbury School District,53,North End Middle School,2008-09,371,221.7,25.1,57.7
151,Waterbury School District,50,Waterbury Arts Magnet School (Middle),2008-09,102,253.4,50,83.3
151,Waterbury School District,52,West Side Middle School,2008-09,388,226,35.6,61.3
152,Waterford School District,51,Clark Lane Middle School,2008-09,230,270,74.8,92.6
153,Watertown School District,51,Swift Middle School,2008-09,253,258.7,67.2,87.7
155,West Hartford School District,53,Bristow Middle School,2008-09,136,278,82.4,94.9
155,West Hartford School District,51,King Philip Middle School,2008-09,286,286.4,89.2,98.6
155,West Hartford School District,52,Sedgwick Middle School,2008-09,240,267.2,72.5,90.4
156,West Haven School District,53,Carrigan 5/6 Elementary School,2008-09,203,239.9,45.3,74.9
156,West Haven School District,51,Harry M. Bailey Middle School,2008-09,251,243.9,51.4,78.1
154,Westbrook School District,51,Westbrook Middle School,2008-09,77,272,79.2,94.8
157,Weston School District,51,Weston Middle School,2008-09,175,291.4,91.4,99.4
158,Westport School District,51,Bedford Middle School,2008-09,276,300.8,96,100
158,Westport School District,53,Coleytown Middle School,2008-09,168,297.6,93.5,98.2
159,Wethersfield School District,8,Alfred W. Hanmer School,2008-09,50,296.8,98,100
159,Wethersfield School District,10,Charles Wright School,2008-09,50,272.9,80,94
159,Wethersfield School District,2,Emerson-Williams School,2008-09,51,280.9,88.2,94.1
159,Wethersfield School District,11,Highcrest School,2008-09,63,289,82.5,98.4
159,Wethersfield School District,12,Samuel B. Webb Elementary School,2008-09,67,283,79.1,98.5
160,Willington School District,51,Hall Memorial School,2008-09,65,274.2,83.1,98.5
161,Wilton School District,52,Middlebrook School,2008-09,342,293.7,93.3,99.4
162,Winchester School District,51,Pearson Middle School,2008-09,104,250.2,54.8,85.6
163,Windham School District,51,Windham Middle School,2008-09,224,216.3,25.9,53.1
165,Windsor Locks School District,51,Windsor Locks Middle School,2008-09,137,262.5,65,88.3
164,Windsor School District,53,Sage Park Middle School,2008-09,270,256,64.1,87.8
166,Wolcott School District,51,Tyrrell Middle School,2008-09,204,285.6,88.2,97.5
167,Woodbridge School District,2,Beecher Road Intermediate School,2008-09,123,302.6,94.3,100
169,Woodstock School District,51,Woodstock Middle School,2008-09,128,265.4,75.8,94.5
279,Amistad Academy District,51,Amistad Academy,2007-08,74,250.1,58.1,83.8
1,Andover School District,1,Andover Elementary School,2007-08,52,275.7,80.8,90.4
2,Ansonia School District,51,Ansonia Middle School,2007-08,182,240.4,53.8,72
244,Area Cooperative Educational Services,51,Thomas Edison Magnet Middle School,2007-08,259,242.3,48.6,76.8
244,Area Cooperative Educational Services,3,Wintergreen Interdistrict  Magnet School,2007-08,63,250.3,57.1,82.5
3,Ashford School District,1,Ashford School,2007-08,56,268.1,69.6,91.1
4,Avon School District,5,Thompson Brook School,2007-08,313,287.7,90.4,96.5
5,Barkhamsted School District,1,Barkhamsted Elementary School,2007-08,46,283,84.8,89.1
7,Berlin School District,51,Catherine M. McGee Middle School,2007-08,241,269.8,79.7,92.9
8,Bethany School District,1,Bethany Community School,2007-08,89,274.6,78.7,91
9,Bethel School District,51,Bethel Middle School,2007-08,248,279.6,82.7,95.2
11,Bloomfield School District,7,Carmen Arace Intermediate School,2007-08,166,244,53,81.3
12,Bolton School District,1,Bolton Center School,2007-08,93,287.4,88.2,95.7
13,Bozrah School District,1,Fields Memorial School,2007-08,36,255.3,58.3,91.7
14,Branford School District,51,Francis Walsh Intermediate School,2007-08,286,268.6,77.6,92.7
15,Bridgeport School District,1,Barnum School,2007-08,29,221.8,31,58.6
15,Bridgeport School District,2,Beardsley School,2007-08,84,222.9,32.1,64.3
15,Bridgeport School District,3,Black Rock School,2007-08,30,231.4,40,66.7
15,Bridgeport School District,40,Blackham School,2007-08,175,228.8,40.6,62.3
15,Bridgeport School District,14,Cesar Batalla School,2007-08,136,208.2,16.9,44.9
15,Bridgeport School District,21,Classical Studies Academy,2007-08,53,255.7,66,86.8
15,Bridgeport School District,5,Columbus School,2007-08,98,240,46.9,79.6
15,Bridgeport School District,39,Cross School,2007-08,34,245.5,55.9,70.6
15,Bridgeport School District,42,Curiale School,2007-08,50,218.8,30,62
15,Bridgeport School District,41,Dunbar School,2007-08,22,208.6,18.2,54.5
15,Bridgeport School District,7,Edison School,2007-08,48,237.2,45.8,70.8
15,Bridgeport School District,9,Garfield School,2007-08,27,220.5,29.6,59.3
15,Bridgeport School District,11,Hall School,2007-08,42,238.2,38.1,69
15,Bridgeport School District,12,Hallen School,2007-08,43,216.1,27.9,48.8
15,Bridgeport School District,45,High Horizons Magnet School,2007-08,48,259.4,75,91.7
15,Bridgeport School District,13,Hooker School,2007-08,47,221.1,23.4,59.6
15,Bridgeport School District,22,Jettie S. Tisdale School,2007-08,43,218.6,16.3,55.8
15,Bridgeport School District,19,Longfellow School,2007-08,34,211.6,20.6,50
15,Bridgeport School District,10,Luis Munoz Marin School,2007-08,44,207.4,20.5,40.9
15,Bridgeport School District,46,Multicultural Magnet School,2007-08,48,270.6,77.1,95.8
15,Bridgeport School District,17,Park City Magnet School,2007-08,50,255.6,60,86
15,Bridgeport School District,25,Read School,2007-08,115,222.5,27.8,59.1
15,Bridgeport School District,26,Roosevelt School,2007-08,66,206.7,12.1,45.5
15,Bridgeport School District,30,Waltersville School,2007-08,56,227.9,28.6,67.9
15,Bridgeport School District,36,Winthrop School,2007-08,85,239.3,40,74.1
17,Bristol School District,51,Chippens Hill Middle School,2007-08,316,258.7,63.9,85.1
17,Bristol School District,53,Memorial Boulevard Middle School,2007-08,190,260.8,66.3,84.7
17,Bristol School District,52,Northeast Middle School,2007-08,195,267.9,71.8,89.2
18,Brookfield School District,53,Whisconier Middle School,2007-08,240,285,87.9,96.7
19,Brooklyn School District,51,Brooklyn Middle School,2007-08,93,264,73.1,89.2
21,Canaan School District,1,Lee H. Kellogg School,2007-08,21,277.8,85.7,100
22,Canterbury School District,51,Dr. Helen Baldwin Middle School,2007-08,58,276,89.7,94.8
23,Canton School District,3,Canton Intermediate School,2007-08,150,284.4,87.3,94.7
241,Capitol Region Education Council,61,Metropolitan Learning Center,2007-08,102,263.8,73.5,86.3
241,Capitol Region Education Council,31,Montessori Magnet School,2007-08,,,,
241,Capitol Region Education Council,50,Two Rivers Middle Magnet School,2007-08,196,255.4,59.7,81.6
24,Chaplin School District,2,Chaplin Elementary School,2007-08,35,242.5,45.7,74.3
25,Cheshire School District,1,Chapman School,2007-08,57,290.1,93,100
25,Cheshire School District,6,Doolittle School,2007-08,103,281.5,82.5,97.1
25,Cheshire School District,4,Highland School,2007-08,156,295.4,89.7,96.2
25,Cheshire School District,5,Norton School,2007-08,94,289.3,87.2,96.8
26,Chester School District,1,Chester Elementary School,2007-08,56,274.1,78.6,91.1
27,Clinton School District,51,Jared Eliot School,2007-08,156,270.2,73.1,92.3
28,Colchester School District,51,William J. Johnston Middle School,2007-08,261,267,75.9,90
29,Colebrook School District,1,Colebrook Consolidated School,2007-08,22,303.5,90.9,95.5
30,Columbia School District,1,Horace W. Porter School,2007-08,67,270.6,79.1,94
243,Cooperative Educational Services,1,Six-Six Magnet School,2007-08,32,260.2,71.9,90.6
31,Cornwall School District,1,Cornwall Consolidated School,2007-08,,,,
32,Coventry School District,51,Capt. Nathan Hale School,2007-08,173,253.8,59.5,85
33,Cromwell School District,51,Cromwell Middle School,2007-08,149,265.2,73.8,88.6
34,Danbury School District,51,Broadview Middle School,2007-08,365,254.5,60,81.6
34,Danbury School District,52,Rogers Park Middle School,2007-08,307,251.5,58,82.7
35,Darien School District,51,Middlesex Middle School,2007-08,387,292.3,91.2,95.9
36,Deep River School District,1,Deep River Elementary School,2007-08,39,267.8,71.8,84.6
37,Derby School District,6,Bradley School,2007-08,59,249.3,54.2,79.7
37,Derby School District,4,Irving School,2007-08,50,259,64,84
40,East Granby School District,51,East Granby Middle School,2007-08,75,281.8,84,93.3
41,East Haddam School District,51,Nathan Hale-Ray Middle School,2007-08,111,261.4,68.5,92.8
42,East Hampton School District,51,East Hampton Middle School,2007-08,151,276.3,80.1,94
43,East Hartford School District,24,Sunset Ridge School Elementary Academy for Arts and World Languages,2007-08,447,225,34.2,60.4
44,East Haven School District,17,Carbone School/East Haven Academy,2007-08,43,280.3,88.4,100
44,East Haven School District,14,D. C. Moore School,2007-08,43,242,44.2,74.4
44,East Haven School District,1,Deer Run School,2007-08,59,248.8,57.6,78
44,East Haven School District,13,Dominick H. Ferrara School,2007-08,20,256.4,60,85
44,East Haven School District,10,Grove J. Tuttle School,2007-08,32,271.4,84.4,90.6
44,East Haven School District,7,Momauguin School,2007-08,40,257,62.5,90
44,East Haven School District,16,Robert W. Carbone School,2007-08,55,260.7,69.1,92.7
45,East Lyme School District,51,East Lyme Middle School,2007-08,226,277.6,83.2,95.6
47,East Windsor School District,54,East Windsor Middle School,2007-08,111,259.9,68.5,82
39,Eastford School District,1,Eastford Elementary School,2007-08,,,,
46,Easton School District,51,Helen Keller Middle School,2007-08,128,289.9,89.1,98.4
48,Ellington School District,7,Windermere Intermediate School,2007-08,191,278.9,85.3,94.8
289,Elm City College Preparatory School,1,Elm City College Preparatory School,2007-08,54,253.3,55.6,87
49,Enfield School District,13,Edgar H. Parkman School,2007-08,60,280.3,90,98.3
49,Enfield School District,16,Eli Whitney School,2007-08,48,268,79.2,89.6
49,Enfield School District,2,Enfield Street School,2007-08,37,272.8,89.2,100
49,Enfield School District,12,Harriet Beecher Stowe School,2007-08,52,265.8,69.2,94.2
49,Enfield School District,4,Hazardville Memorial School,2007-08,64,273.5,81.3,96.9
49,Enfield School District,18,Henry Barnard School,2007-08,43,269.6,76.7,95.3
49,Enfield School District,11,Nathan Hale School,2007-08,42,258.1,66.7,83.3
49,Enfield School District,15,Prudence Crandall School,2007-08,61,255.2,63.9,91.8
49,Enfield School District,17,Thomas G. Alcorn School,2007-08,31,245.2,54.8,83.9
50,Essex School District,1,Essex Elementary School,2007-08,71,282.1,87.3,97.2
51,Fairfield School District,52,Fairfield Woods Middle School,2007-08,214,286.3,90.2,96.7
51,Fairfield School District,53,Roger Ludlowe Middle School,2007-08,305,278.1,82,93.1
51,Fairfield School District,51,Tomlinson Middle School,2007-08,247,280.6,82.2,93.9
52,Farmington School District,5,West Woods Upper Elementary School,2007-08,346,287.2,87.3,95.1
53,Franklin School District,1,Franklin Elementary School,2007-08,28,268.2,85.7,96.4
54,Glastonbury School District,8,Gideon Welles School,2007-08,543,286.4,87.3,95.2
56,Granby School District,4,Kelly Lane Intermediate School,2007-08,93,294.8,91.4,98.9
56,Granby School District,3,Wells Road Intermediate School,2007-08,94,305.4,94.7,96.8
57,Greenwich School District,51,Central Middle School,2007-08,228,273.3,72.8,90.8
57,Greenwich School District,52,Eastern Middle School,2007-08,247,287.5,91.1,96
57,Greenwich School District,53,Western Middle School,2007-08,169,265,66.3,87
58,Griswold School District,51,Griswold Middle School,2007-08,135,247.8,54.8,83
59,Groton School District,53,Carl C. Cutler Middle School,2007-08,114,269.8,71.9,90.4
59,Groton School District,51,Fitch Middle School,2007-08,146,245.4,55.5,76
59,Groton School District,52,West Side Middle School,2007-08,98,246,54.1,81.6
60,Guilford School District,7,A. Baldwin Middle School,2007-08,308,290.2,90.9,96.8
62,Hamden School District,12,Bear Path School,2007-08,67,266.9,73.1,89.6
62,Hamden School District,2,Church Street School,2007-08,45,249.3,62.2,80
62,Hamden School District,3,Dunbar Hill School,2007-08,56,253.7,64.3,80.4
62,Hamden School District,4,Helen Street School,2007-08,51,249.3,56.9,82.4
62,Hamden School District,11,Ridge Hill School,2007-08,46,252.8,65.2,87
62,Hamden School District,1,Shepherd Glen School,2007-08,47,242.7,51.1,74.5
62,Hamden School District,10,Spring Glen School,2007-08,38,277.2,76.3,94.7
62,Hamden School District,14,West Woods School,2007-08,56,273.5,82.1,96.4
63,Hampton School District,1,Hampton Elementary School,2007-08,26,260.2,76.9,84.6
64,Hartford School District,1,Americas Choice at SAND,2007-08,27,201.1,11.1,29.6
64,Hartford School District,3,Barnard-Brown School,2007-08,38,209.7,15.8,50
64,Hartford School District,4,Batchelder School,2007-08,60,221.4,23.3,56.7
64,Hartford School District,33,Breakthrough Magnet School,2007-08,32,240.1,43.8,84.4
64,Hartford School District,6,Burns Latino Studies Academy,2007-08,62,198.1,11.3,29
64,Hartford School District,23,Burr School,2007-08,48,212,22.9,52.1
64,Hartford School District,69,Capital Preparatory Magnet School,2007-08,38,231.9,26.3,71.1
64,Hartford School District,24,Clark School,2007-08,45,212.4,24.4,48.9
64,Hartford School District,64,Classical Magnet School,2007-08,107,244.6,47.7,73.8
64,Hartford School District,53,Dr. Joseph Bellizzi Middle School,2007-08,78,215,16.7,50
64,Hartford School District,28,Dr. Ramon E. Betances Early Reading Lab School,2007-08,36,207.3,13.9,38.9
64,Hartford School District,54,Hartford Magnet Middle School,2007-08,199,250.3,53.8,82.4
64,Hartford School District,9,Hooker School,2007-08,30,246.4,53.3,86.7
64,Hartford School District,10,Kennelly School,2007-08,97,223.7,33,61.9
64,Hartford School District,11,Kinsella Magnet School,2007-08,50,222.5,32,60
64,Hartford School District,16,M. L. King School,2007-08,61,202.3,9.8,29.5
64,Hartford School District,12,McDonough School,2007-08,56,221.1,26.8,51.8
64,Hartford School District,19,Milner Core Knowledge School,2007-08,37,208.1,21.6,45.9
64,Hartford School District,32,Moylan School,2007-08,34,226.9,32.4,70.6
64,Hartford School District,14,Naylor School,2007-08,40,226.9,42.5,57.5
64,Hartford School District,20,Noah Webster Micro Society School,2007-08,57,235.6,40.4,66.7
64,Hartford School District,15,Parkville Community School,2007-08,52,235.3,34.6,75
64,Hartford School District,30,Sanchez School,2007-08,58,218,19,62.1
64,Hartford School District,17,Sarah J. Rawson Elementary School,2007-08,50,235.6,46,72
64,Hartford School District,26,Simpson-Waverly School,2007-08,41,225.5,29.3,46.3
64,Hartford School District,25,STEM Magnet School at Annie-Fisher School,2007-08,57,220.5,24.6,56.1
64,Hartford School District,18,Twain School,2007-08,24,204.4,20.8,33.3
64,Hartford School District,21,West Middle School,2007-08,66,230.7,37.9,65.2
64,Hartford School District,22,Wish School,2007-08,39,221.2,28.2,69.2
65,Hartland School District,1,Hartland School,2007-08,31,266.5,80.6,90.3
67,Hebron School District,1,Hebron Elementary School,2007-08,195,281.6,87.7,96.4
286,Highville Charter School District,1,Highville Charter School,2007-08,,,,
264,Integrated Day Charter School District,1,Integrated Day Charter School,2007-08,33,246.3,54.5,81.8
265,Interdistrict School for Arts and Comm District,51,Interdistrict School For Arts And Communication,2007-08,59,221.5,27.1,49.2
261,Jumoke Academy District,1,Jumoke Academy,2007-08,39,266.9,76.9,94.9
68,Kent School District,1,Kent Center School,2007-08,30,268.1,80,96.7
69,Killingly School District,52,Killingly Intermediate School,2007-08,201,265.7,75.1,93
71,Lebanon School District,51,Lebanon Middle School,2007-08,104,264.2,74,92.3
72,Ledyard School District,4,Gallup Hill School,2007-08,58,273.1,84.5,93.1
72,Ledyard School District,3,Juliet W. Long School,2007-08,112,276.9,83,94.6
72,Ledyard School District,1,Ledyard Center School,2007-08,73,274.5,80.8,94.5
73,Lisbon School District,1,Lisbon Central School,2007-08,72,244.1,51.4,77.8
74,Litchfield School District,3,Litchfield Intermediate School,2007-08,79,284.9,87.3,96.2
76,Madison School District,6,Dr. Robert H. Brown Middle School,2007-08,307,296.5,95.4,99
77,Manchester School District,1,Bowers School,2007-08,93,264,66.7,90.3
77,Manchester School District,3,Buckley School,2007-08,78,252.7,59,82.1
77,Manchester School District,4,Highland Park School,2007-08,37,278.3,73,91.9
77,Manchester School District,6,Keeney School,2007-08,36,263.8,69.4,86.1
77,Manchester School District,16,Martin School,2007-08,33,274.2,66.7,84.8
77,Manchester School District,12,Verplanck School,2007-08,48,241.6,43.8,81.3
77,Manchester School District,13,Waddell School,2007-08,54,244.7,55.6,85.2
77,Manchester School District,14,Washington School,2007-08,45,238.8,51.1,71.1
78,Mansfield School District,51,Mansfield Middle School School,2007-08,135,267.8,76.3,91.9
79,Marlborough School District,1,Elmer Thienes-Mary Hall Elementary School,2007-08,93,279.3,80.6,91.4
80,Meriden School District,52,Lincoln Middle School,2007-08,233,241.6,47.2,77.7
80,Meriden School District,54,Washington Middle School,2007-08,273,233.4,42.1,64.8
83,Middletown School District,15,Keigwin Middle School,2007-08,353,260.1,63.5,85.3
84,Milford School District,51,East Shore Middle School,2007-08,191,269.2,72.3,90.1
84,Milford School District,52,Harborside Middle School,2007-08,191,272.5,79.1,92.1
84,Milford School District,53,West Shore Middle School,2007-08,190,269.7,74.7,92.1
85,Monroe School District,6,Chalk Hill School,2007-08,341,272.7,80.1,91.5
86,Montville School District,51,Leonard J. Tyl Middle School,2007-08,225,257.5,69.3,86.7
