District ID,School ID,District Name,School Name,School Year,Number Eligible for Free/ Reduced Price Lunch,Total Enrollment,Percent Eligible for Free/ Reduced Lunch
108,3,Oxford School District,Quaker Farms School,2004-05,29,505,5.7
108,3,Oxford School District,Quaker Farms School,2005-06,25,563,4.4
108,3,Oxford School District,Quaker Farms School,2006-07,24,569,4.2
108,3,Oxford School District,Quaker Farms School,2007-08,31,564,5.5
108,3,Oxford School District,Quaker Farms School,2008-09,27,573,4.7
108,3,Oxford School District,Quaker Farms School,2009-10,26,550,4.7
108,3,Oxford School District,Quaker Farms School,2010-11,30,543,5.5
108,51,Oxford School District,Great Oak School,2004-05,39,487,8
108,51,Oxford School District,Great Oak School,2005-06,39,484,8.1
108,51,Oxford School District,Great Oak School,2006-07,38,514,7.4
108,51,Oxford School District,Great Oak School,2007-08,39,520,7.5
108,51,Oxford School District,Great Oak School,2008-09,35,490,7.1
108,51,Oxford School District,Great Oak School,2009-10,42,505,8.3
108,51,Oxford School District,Great Oak School,2010-11,54,500,10.8
108,60,Oxford School District,Oxford High School,2007-08,19,267,7.1
108,60,Oxford School District,Oxford High School,2008-09,29,418,6.9
108,60,Oxford School District,Oxford High School,2009-10,53,565,9.4
108,60,Oxford School District,Oxford High School,2010-11,48,629,7.6
109,1,Plainfield School District,Moosup Elementary School,2004-05,66,222,29.7
109,1,Plainfield School District,Moosup Elementary School,2005-06,81,253,32
109,1,Plainfield School District,Moosup Elementary School,2006-07,74,280,26.4
109,1,Plainfield School District,Moosup Elementary School,2007-08,105,301,34.9
109,1,Plainfield School District,Moosup Elementary School,2008-09,107,287,37.3
109,1,Plainfield School District,Moosup Elementary School,2009-10,109,295,36.9
109,1,Plainfield School District,Moosup Elementary School,2010-11,147,400,36.8
109,3,Plainfield School District,Plainfield Memorial School,2004-05,132,386,34.2
109,3,Plainfield School District,Plainfield Memorial School,2005-06,141,375,37.6
109,3,Plainfield School District,Plainfield Memorial School,2006-07,147,379,38.8
109,3,Plainfield School District,Plainfield Memorial School,2007-08,146,386,37.8
109,3,Plainfield School District,Plainfield Memorial School,2008-09,155,398,38.9
109,3,Plainfield School District,Plainfield Memorial School,2009-10,165,419,39.4
109,3,Plainfield School District,Plainfield Memorial School,2010-11,181,408,44.4
109,4,Plainfield School District,Shepard Hill Elementary School,2004-05,121,344,35.2
109,4,Plainfield School District,Shepard Hill Elementary School,2005-06,103,337,30.6
109,4,Plainfield School District,Shepard Hill Elementary School,2006-07,134,343,39.1
109,4,Plainfield School District,Shepard Hill Elementary School,2007-08,118,321,36.8
109,4,Plainfield School District,Shepard Hill Elementary School,2008-09,122,308,39.6
109,4,Plainfield School District,Shepard Hill Elementary School,2009-10,133,309,43
109,4,Plainfield School District,Shepard Hill Elementary School,2010-11,187,419,44.6
109,5,Plainfield School District,Early Childhood Center,2004-05,68,306,22.2
109,5,Plainfield School District,Early Childhood Center,2005-06,54,270,20
109,5,Plainfield School District,Early Childhood Center,2006-07,54,289,18.7
109,5,Plainfield School District,Early Childhood Center,2007-08,46,267,17.2
109,5,Plainfield School District,Early Childhood Center,2008-09,67,277,24.2
109,5,Plainfield School District,Early Childhood Center,2009-10,69,274,25.2
109,51,Plainfield School District,Plainfield Central Middle School,2004-05,198,644,30.7
109,51,Plainfield School District,Plainfield Central Middle School,2005-06,213,618,34.5
109,51,Plainfield School District,Plainfield Central Middle School,2006-07,228,626,36.4
109,51,Plainfield School District,Plainfield Central Middle School,2007-08,166,572,29
109,51,Plainfield School District,Plainfield Central Middle School,2008-09,211,560,37.7
109,51,Plainfield School District,Plainfield Central Middle School,2009-10,218,573,38
109,51,Plainfield School District,Plainfield Central Middle School,2010-11,235,585,40.2
109,61,Plainfield School District,Plainfield High School,2004-05,166,716,23.2
109,61,Plainfield School District,Plainfield High School,2005-06,226,807,28
109,61,Plainfield School District,Plainfield High School,2006-07,217,886,24.5
109,61,Plainfield School District,Plainfield High School,2007-08,207,932,22.2
109,61,Plainfield School District,Plainfield High School,2008-09,185,873,21.2
109,61,Plainfield School District,Plainfield High School,2009-10,195,852,22.9
109,61,Plainfield School District,Plainfield High School,2010-11,225,792,28.4
110,2,Plainville School District,Linden Street School,2004-05,70,373,18.8
110,2,Plainville School District,Linden Street School,2005-06,82,368,22.3
110,2,Plainville School District,Linden Street School,2006-07,90,371,24.3
110,2,Plainville School District,Linden Street School,2007-08,87,387,22.5
110,2,Plainville School District,Linden Street School,2008-09,93,408,22.8
110,2,Plainville School District,Linden Street School,2009-10,118,413,28.6
110,2,Plainville School District,Linden Street School,2010-11,126,412,30.6
110,4,Plainville School District,Frank T. Wheeler School,2004-05,64,341,18.8
110,4,Plainville School District,Frank T. Wheeler School,2005-06,49,328,14.9
110,4,Plainville School District,Frank T. Wheeler School,2006-07,71,334,21.3
110,4,Plainville School District,Frank T. Wheeler School,2007-08,61,327,18.7
110,4,Plainville School District,Frank T. Wheeler School,2008-09,62,313,19.8
110,4,Plainville School District,Frank T. Wheeler School,2009-10,79,283,27.9
110,4,Plainville School District,Frank T. Wheeler School,2010-11,61,269,22.7
110,5,Plainville School District,Louis Toffolon School,2004-05,83,363,22.9
110,5,Plainville School District,Louis Toffolon School,2005-06,76,374,20.3
110,5,Plainville School District,Louis Toffolon School,2006-07,60,344,17.4
110,5,Plainville School District,Louis Toffolon School,2007-08,37,329,11.2
110,5,Plainville School District,Louis Toffolon School,2008-09,50,337,14.8
110,5,Plainville School District,Louis Toffolon School,2009-10,77,350,22
110,5,Plainville School District,Louis Toffolon School,2010-11,75,365,20.5
110,52,Plainville School District,Middle School of Plainville,2004-05,116,669,17.3
110,52,Plainville School District,Middle School of Plainville,2005-06,145,686,21.1
110,52,Plainville School District,Middle School of Plainville,2006-07,137,672,20.4
110,52,Plainville School District,Middle School of Plainville,2007-08,140,622,22.5
110,52,Plainville School District,Middle School of Plainville,2008-09,131,580,22.6
110,52,Plainville School District,Middle School of Plainville,2009-10,168,574,29.3
110,52,Plainville School District,Middle School of Plainville,2010-11,127,575,22.1
110,61,Plainville School District,Plainville High School,2004-05,86,858,10
110,61,Plainville School District,Plainville High School,2005-06,105,850,12.4
110,61,Plainville School District,Plainville High School,2006-07,111,876,12.7
110,61,Plainville School District,Plainville High School,2007-08,96,895,10.7
110,61,Plainville School District,Plainville High School,2008-09,120,841,14.3
110,61,Plainville School District,Plainville High School,2009-10,195,862,22.6
110,61,Plainville School District,Plainville High School,2010-11,163,796,20.5
111,1,Plymouth School District,Main Street School,2004-05,49,188,26.1
111,1,Plymouth School District,Main Street School,2005-06,43,181,23.8
111,1,Plymouth School District,Main Street School,2006-07,42,186,22.6
111,1,Plymouth School District,Main Street School,2007-08,45,182,24.7
111,2,Plymouth School District,Plymouth Center School,2004-05,44,513,8.6
111,2,Plymouth School District,Plymouth Center School,2005-06,51,518,9.8
111,2,Plymouth School District,Plymouth Center School,2006-07,46,525,8.8
111,2,Plymouth School District,Plymouth Center School,2007-08,50,506,9.9
111,2,Plymouth School District,Plymouth Center School,2008-09,62,417,14.9
111,2,Plymouth School District,Plymouth Center School,2009-10,70,412,17
111,2,Plymouth School District,Plymouth Center School,2010-11,82,398,20.6
111,3,Plymouth School District,Prospect Street School,2004-05,29,180,16.1
111,3,Plymouth School District,Prospect Street School,2005-06,34,159,21.4
111,3,Plymouth School District,Prospect Street School,2006-07,26,189,13.8
111,3,Plymouth School District,Prospect Street School,2007-08,44,167,26.3
111,4,Plymouth School District,Harry S. Fisher Elementary School,2008-09,95,400,23.8
111,4,Plymouth School District,Harry S. Fisher Elementary School,2009-10,103,394,26.1
111,4,Plymouth School District,Harry S. Fisher Elementary School,2010-11,108,361,29.9
111,51,Plymouth School District,Eli Terry Jr. Middle School,2004-05,70,506,13.8
111,51,Plymouth School District,Eli Terry Jr. Middle School,2005-06,86,483,17.8
111,51,Plymouth School District,Eli Terry Jr. Middle School,2006-07,78,490,15.9
111,51,Plymouth School District,Eli Terry Jr. Middle School,2007-08,87,484,18
111,51,Plymouth School District,Eli Terry Jr. Middle School,2008-09,88,475,18.5
111,51,Plymouth School District,Eli Terry Jr. Middle School,2009-10,104,455,22.9
111,51,Plymouth School District,Eli Terry Jr. Middle School,2010-11,128,441,29
111,61,Plymouth School District,Terryville High School,2004-05,49,549,8.9
111,61,Plymouth School District,Terryville High School,2005-06,63,556,11.3
111,61,Plymouth School District,Terryville High School,2006-07,76,527,14.4
111,61,Plymouth School District,Terryville High School,2007-08,85,554,15.3
111,61,Plymouth School District,Terryville High School,2008-09,95,556,17.1
111,61,Plymouth School District,Terryville High School,2009-10,111,521,21.3
111,61,Plymouth School District,Terryville High School,2010-11,135,527,25.6
112,1,Pomfret School District,Pomfret Community School,2004-05,48,521,9.2
112,1,Pomfret School District,Pomfret Community School,2005-06,44,542,8.1
112,1,Pomfret School District,Pomfret Community School,2006-07,48,540,8.9
112,1,Pomfret School District,Pomfret Community School,2007-08,44,539,8.2
112,1,Pomfret School District,Pomfret Community School,2008-09,49,540,9.1
112,1,Pomfret School District,Pomfret Community School,2009-10,55,532,10.3
112,1,Pomfret School District,Pomfret Community School,2010-11,59,513,11.5
113,2,Portland School District,Valley View School,2004-05,30,375,8
113,2,Portland School District,Valley View School,2005-06,36,373,9.7
113,2,Portland School District,Valley View School,2006-07,29,380,7.6
113,2,Portland School District,Valley View School,2007-08,31,369,8.4
113,2,Portland School District,Valley View School,2008-09,43,364,11.8
113,2,Portland School District,Valley View School,2009-10,41,349,11.7
113,2,Portland School District,Valley View School,2010-11,46,336,13.7
113,4,Portland School District,Gildersleeve School,2004-05,23,248,9.3
113,4,Portland School District,Gildersleeve School,2005-06,26,241,10.8
113,4,Portland School District,Gildersleeve School,2006-07,25,225,11.1
113,4,Portland School District,Gildersleeve School,2007-08,22,240,9.2
113,4,Portland School District,Gildersleeve School,2008-09,19,229,8.3
113,4,Portland School District,Gildersleeve School,2009-10,28,248,11.3
113,4,Portland School District,Gildersleeve School,2010-11,39,242,16.1
113,5,Portland School District,Brownstone Intermediate School,2004-05,29,241,12
113,5,Portland School District,Brownstone Intermediate School,2005-06,27,215,12.6
113,5,Portland School District,Brownstone Intermediate School,2006-07,32,250,12.8
113,5,Portland School District,Brownstone Intermediate School,2007-08,24,239,10
113,5,Portland School District,Brownstone Intermediate School,2008-09,31,229,13.5
113,5,Portland School District,Brownstone Intermediate School,2009-10,16,237,6.8
113,5,Portland School District,Brownstone Intermediate School,2010-11,31,233,13.3
113,51,Portland School District,Portland Middle School,2004-05,20,242,8.3
113,51,Portland School District,Portland Middle School,2005-06,27,252,10.7
113,51,Portland School District,Portland Middle School,2006-07,30,232,12.9
113,51,Portland School District,Portland Middle School,2007-08,31,215,14.4
113,51,Portland School District,Portland Middle School,2008-09,25,245,10.2
113,51,Portland School District,Portland Middle School,2009-10,17,240,7.1
113,51,Portland School District,Portland Middle School,2010-11,34,226,15
113,61,Portland School District,Portland High School,2004-05,26,320,8.1
113,61,Portland School District,Portland High School,2005-06,24,321,7.5
113,61,Portland School District,Portland High School,2006-07,27,364,7.4
113,61,Portland School District,Portland High School,2007-08,36,362,9.9
113,61,Portland School District,Portland High School,2008-09,44,362,12.2
113,61,Portland School District,Portland High School,2009-10,43,362,11.9
113,61,Portland School District,Portland High School,2010-11,41,367,11.2
114,4,Preston School District,Preston Veterans' Memorial School,2004-05,33,320,10.3
114,4,Preston School District,Preston Veterans' Memorial School,2005-06,31,315,9.8
114,4,Preston School District,Preston Veterans' Memorial School,2006-07,39,320,12.2
114,4,Preston School District,Preston Veterans' Memorial School,2007-08,34,312,10.9
114,4,Preston School District,Preston Veterans' Memorial School,2008-09,38,320,11.9
114,4,Preston School District,Preston Veterans' Memorial School,2009-10,42,283,14.8
114,4,Preston School District,Preston Veterans' Memorial School,2010-11,49,295,16.6
114,51,Preston School District,Preston Plains School,2004-05,15,171,8.8
114,51,Preston School District,Preston Plains School,2005-06,8,164,4.9
114,51,Preston School District,Preston Plains School,2006-07,18,178,10.1
114,51,Preston School District,Preston Plains School,2007-08,23,192,12
114,51,Preston School District,Preston Plains School,2008-09,23,168,13.7
114,51,Preston School District,Preston Plains School,2009-10,16,148,10.8
114,51,Preston School District,Preston Plains School,2010-11,18,135,13.3
116,3,Putnam School District,Putnam Elementary School,2004-05,255,602,42.4
116,3,Putnam School District,Putnam Elementary School,2005-06,277,609,45.5
116,3,Putnam School District,Putnam Elementary School,2006-07,343,652,52.6
116,3,Putnam School District,Putnam Elementary School,2007-08,309,630,49
116,3,Putnam School District,Putnam Elementary School,2008-09,372,646,57.6
116,3,Putnam School District,Putnam Elementary School,2009-10,376,644,58.4
116,3,Putnam School District,Putnam Elementary School,2010-11,413,698,59.2
116,51,Putnam School District,Putnam Middle School,2004-05,91,293,31.1
116,51,Putnam School District,Putnam Middle School,2005-06,92,264,34.8
116,51,Putnam School District,Putnam Middle School,2006-07,109,277,39.4
116,51,Putnam School District,Putnam Middle School,2007-08,125,284,44
116,51,Putnam School District,Putnam Middle School,2008-09,150,270,55.6
116,51,Putnam School District,Putnam Middle School,2009-10,131,254,51.6
116,51,Putnam School District,Putnam Middle School,2010-11,163,275,59.3
116,61,Putnam School District,Putnam High School,2004-05,99,434,22.8
116,61,Putnam School District,Putnam High School,2005-06,86,386,22.3
116,61,Putnam School District,Putnam High School,2006-07,140,410,34.1
116,61,Putnam School District,Putnam High School,2007-08,137,394,34.8
116,61,Putnam School District,Putnam High School,2008-09,139,325,42.8
116,61,Putnam School District,Putnam High School,2009-10,144,327,44
116,61,Putnam School District,Putnam High School,2010-11,156,314,49.7
117,1,Redding School District,Redding Elementary School,2004-05,8,747,1.1
117,1,Redding School District,Redding Elementary School,2005-06,8,741,1.1
117,1,Redding School District,Redding Elementary School,2006-07,8,756,1.1
117,1,Redding School District,Redding Elementary School,2007-08,6,734,0.8
117,1,Redding School District,Redding Elementary School,2008-09,6,714,0.8
117,1,Redding School District,Redding Elementary School,2009-10,9,670,1.3
117,1,Redding School District,Redding Elementary School,2010-11,12,661,1.8
117,51,Redding School District,John Read Middle School,2005-06,5,535,0.9
117,51,Redding School District,John Read Middle School,2006-07,6,531,1.1
117,51,Redding School District,John Read Middle School,2007-08,8,574,1.4
117,51,Redding School District,John Read Middle School,2008-09,4,587,0.7
117,51,Redding School District,John Read Middle School,2009-10,10,595,1.7
117,51,Redding School District,John Read Middle School,2010-11,16,582,2.7
118,2,Ridgefield School District,Veterans Park Elementary School,2004-05,3,376,0.8
118,2,Ridgefield School District,Veterans Park Elementary School,2005-06,6,344,1.7
118,2,Ridgefield School District,Veterans Park Elementary School,2006-07,8,352,2.3
118,2,Ridgefield School District,Veterans Park Elementary School,2007-08,7,343,2
118,2,Ridgefield School District,Veterans Park Elementary School,2008-09,12,337,3.6
118,2,Ridgefield School District,Veterans Park Elementary School,2009-10,8,325,2.5
118,2,Ridgefield School District,Veterans Park Elementary School,2010-11,7,344,2
118,3,Ridgefield School District,Ridgebury Elementary School,2004-05,2,504,0.4
118,3,Ridgefield School District,Ridgebury Elementary School,2005-06,1,488,0.2
118,3,Ridgefield School District,Ridgebury Elementary School,2006-07,1,470,0.2
118,3,Ridgefield School District,Ridgebury Elementary School,2009-10,4,422,0.9
118,3,Ridgefield School District,Ridgebury Elementary School,2010-11,5,409,1.2
118,4,Ridgefield School District,Farmingville Elementary School,2004-05,2,430,0.5
118,4,Ridgefield School District,Farmingville Elementary School,2005-06,2,403,0.5
118,4,Ridgefield School District,Farmingville Elementary School,2006-07,1,384,0.3
118,4,Ridgefield School District,Farmingville Elementary School,2007-08,1,384,0.3
118,4,Ridgefield School District,Farmingville Elementary School,2009-10,1,368,0.3
118,5,Ridgefield School District,Scotland Elementary School,2004-05,5,408,1.2
118,5,Ridgefield School District,Scotland Elementary School,2005-06,2,403,0.5
118,5,Ridgefield School District,Scotland Elementary School,2006-07,2,386,0.5
118,5,Ridgefield School District,Scotland Elementary School,2007-08,5,390,1.3
118,5,Ridgefield School District,Scotland Elementary School,2008-09,5,395,1.3
118,5,Ridgefield School District,Scotland Elementary School,2009-10,7,392,1.8
118,5,Ridgefield School District,Scotland Elementary School,2010-11,7,385,1.8
118,6,Ridgefield School District,Branchville Elementary School,2004-05,3,433,0.7
118,6,Ridgefield School District,Branchville Elementary School,2005-06,6,431,1.4
118,6,Ridgefield School District,Branchville Elementary School,2006-07,5,446,1.1
118,6,Ridgefield School District,Branchville Elementary School,2007-08,5,439,1.1
118,6,Ridgefield School District,Branchville Elementary School,2008-09,4,431,0.9
118,6,Ridgefield School District,Branchville Elementary School,2009-10,8,425,1.9
118,6,Ridgefield School District,Branchville Elementary School,2010-11,11,443,2.5
118,8,Ridgefield School District,Barlow Mountain Elementary School,2004-05,4,429,0.9
118,8,Ridgefield School District,Barlow Mountain Elementary School,2005-06,4,466,0.9
118,8,Ridgefield School District,Barlow Mountain Elementary School,2006-07,2,462,0.4
118,8,Ridgefield School District,Barlow Mountain Elementary School,2007-08,3,442,0.7
118,8,Ridgefield School District,Barlow Mountain Elementary School,2008-09,4,430,0.9
118,8,Ridgefield School District,Barlow Mountain Elementary School,2009-10,4,406,1
118,8,Ridgefield School District,Barlow Mountain Elementary School,2010-11,6,411,1.5
118,51,Ridgefield School District,East Ridge Middle School,2004-05,7,774,0.9
118,51,Ridgefield School District,East Ridge Middle School,2005-06,11,755,1.5
118,51,Ridgefield School District,East Ridge Middle School,2006-07,10,737,1.4
118,51,Ridgefield School District,East Ridge Middle School,2007-08,11,743,1.5
118,51,Ridgefield School District,East Ridge Middle School,2008-09,17,748,2.3
118,51,Ridgefield School District,East Ridge Middle School,2009-10,22,741,3
118,51,Ridgefield School District,East Ridge Middle School,2010-11,22,742,3
118,52,Ridgefield School District,Scotts Ridge Middle School,2004-05,13,617,2.1
118,52,Ridgefield School District,Scotts Ridge Middle School,2005-06,7,619,1.1
118,52,Ridgefield School District,Scotts Ridge Middle School,2006-07,6,590,1
118,52,Ridgefield School District,Scotts Ridge Middle School,2007-08,4,577,0.7
118,52,Ridgefield School District,Scotts Ridge Middle School,2008-09,2,592,0.3
118,52,Ridgefield School District,Scotts Ridge Middle School,2009-10,10,610,1.6
118,52,Ridgefield School District,Scotts Ridge Middle School,2010-11,8,582,1.4
118,61,Ridgefield School District,Ridgefield High School,2004-05,22,1589,1.4
118,61,Ridgefield School District,Ridgefield High School,2005-06,18,1703,1.1
118,61,Ridgefield School District,Ridgefield High School,2006-07,23,1748,1.3
118,61,Ridgefield School District,Ridgefield High School,2007-08,20,1752,1.1
118,61,Ridgefield School District,Ridgefield High School,2008-09,34,1781,1.9
118,61,Ridgefield School District,Ridgefield High School,2009-10,44,1753,2.5
118,61,Ridgefield School District,Ridgefield High School,2010-11,45,1757,2.6
119,2,Rocky Hill School District,Dr. Oran A. Moser School,2004-05,9,99,9.1
119,2,Rocky Hill School District,Dr. Oran A. Moser School,2005-06,12,101,11.9
119,2,Rocky Hill School District,Dr. Oran A. Moser School,2006-07,8,88,9.1
119,2,Rocky Hill School District,Dr. Oran A. Moser School,2007-08,15,91,16.5
119,2,Rocky Hill School District,Dr. Oran A. Moser School,2008-09,4,76,5.3
119,2,Rocky Hill School District,Dr. Oran A. Moser School,2009-10,6,83,7.2
119,2,Rocky Hill School District,Dr. Oran A. Moser School,2010-11,15,85,17.6
119,4,Rocky Hill School District,Myrtle H. Stevens School,2004-05,50,469,10.7
119,4,Rocky Hill School District,Myrtle H. Stevens School,2005-06,58,489,11.9
119,4,Rocky Hill School District,Myrtle H. Stevens School,2006-07,72,524,13.7
119,4,Rocky Hill School District,Myrtle H. Stevens School,2007-08,74,516,14.3
119,4,Rocky Hill School District,Myrtle H. Stevens School,2008-09,56,518,10.8
119,4,Rocky Hill School District,Myrtle H. Stevens School,2009-10,66,501,13.2
119,4,Rocky Hill School District,Myrtle H. Stevens School,2010-11,76,468,16.2
119,5,Rocky Hill School District,West Hill School,2004-05,23,652,3.5
119,5,Rocky Hill School District,West Hill School,2005-06,20,655,3.1
119,5,Rocky Hill School District,West Hill School,2006-07,20,642,3.1
119,5,Rocky Hill School District,West Hill School,2007-08,16,629,2.5
119,5,Rocky Hill School District,West Hill School,2008-09,18,648,2.8
119,5,Rocky Hill School District,West Hill School,2009-10,19,626,3
119,5,Rocky Hill School District,West Hill School,2010-11,37,627,5.9
119,51,Rocky Hill School District,Albert D. Griswold Middle School,2004-05,35,563,6.2
119,51,Rocky Hill School District,Albert D. Griswold Middle School,2005-06,54,593,9.1
119,51,Rocky Hill School District,Albert D. Griswold Middle School,2006-07,26,585,4.4
119,51,Rocky Hill School District,Albert D. Griswold Middle School,2007-08,46,611,7.5
119,51,Rocky Hill School District,Albert D. Griswold Middle School,2008-09,53,595,8.9
119,51,Rocky Hill School District,Albert D. Griswold Middle School,2009-10,87,649,13.4
119,51,Rocky Hill School District,Albert D. Griswold Middle School,2010-11,68,644,10.6
119,61,Rocky Hill School District,Rocky Hill High School,2004-05,37,703,5.3
119,61,Rocky Hill School District,Rocky Hill High School,2005-06,30,718,4.2
119,61,Rocky Hill School District,Rocky Hill High School,2006-07,33,737,4.5
119,61,Rocky Hill School District,Rocky Hill High School,2007-08,50,756,6.6
119,61,Rocky Hill School District,Rocky Hill High School,2008-09,35,776,4.5
119,61,Rocky Hill School District,Rocky Hill High School,2009-10,54,781,6.9
119,61,Rocky Hill School District,Rocky Hill High School,2010-11,70,752,9.3
121,1,Salem School District,Salem Elementary School,2004-05,14,567,2.5
121,1,Salem School District,Salem Elementary School,2005-06,9,545,1.7
121,1,Salem School District,Salem Elementary School,2006-07,24,530,4.5
121,1,Salem School District,Salem Elementary School,2007-08,29,506,5.7
121,1,Salem School District,Salem Elementary School,2008-09,33,520,6.3
121,1,Salem School District,Salem Elementary School,2009-10,23,490,4.7
121,1,Salem School District,Salem Elementary School,2010-11,33,461,7.2
122,1,Salisbury School District,Salisbury Central School,2004-05,26,331,7.9
122,1,Salisbury School District,Salisbury Central School,2005-06,29,317,9.1
122,1,Salisbury School District,Salisbury Central School,2006-07,31,311,10
122,1,Salisbury School District,Salisbury Central School,2007-08,25,307,8.1
122,1,Salisbury School District,Salisbury Central School,2008-09,28,319,8.8
122,1,Salisbury School District,Salisbury Central School,2009-10,28,311,9
122,1,Salisbury School District,Salisbury Central School,2010-11,32,310,10.3
123,1,Scotland School District,Scotland Elementary School,2004-05,27,186,14.5
123,1,Scotland School District,Scotland Elementary School,2005-06,22,168,13.1
123,1,Scotland School District,Scotland Elementary School,2006-07,33,191,17.3
123,1,Scotland School District,Scotland Elementary School,2007-08,44,190,23.2
123,1,Scotland School District,Scotland Elementary School,2008-09,44,190,23.2
123,1,Scotland School District,Scotland Elementary School,2009-10,31,161,19.3
123,1,Scotland School District,Scotland Elementary School,2010-11,17,143,11.9
124,1,Seymour School District,Bungay School,2004-05,53,523,10.1
124,1,Seymour School District,Bungay School,2005-06,57,520,11
124,1,Seymour School District,Bungay School,2006-07,47,556,8.5
124,1,Seymour School District,Bungay School,2007-08,55,560,9.8
124,1,Seymour School District,Bungay School,2008-09,68,576,11.8
124,1,Seymour School District,Bungay School,2009-10,95,563,16.9
124,1,Seymour School District,Bungay School,2010-11,106,578,18.3
124,3,Seymour School District,Anna L. Lopresti School,2004-05,88,301,29.2
124,3,Seymour School District,Anna L. Lopresti School,2005-06,88,314,28
124,3,Seymour School District,Anna L. Lopresti School,2006-07,73,318,23
124,3,Seymour School District,Anna L. Lopresti School,2007-08,95,339,28
124,3,Seymour School District,Anna L. Lopresti School,2008-09,108,320,33.8
124,3,Seymour School District,Anna L. Lopresti School,2009-10,120,297,40.4
124,3,Seymour School District,Anna L. Lopresti School,2010-11,122,314,38.9
124,4,Seymour School District,Paul Chatfield School,2004-05,26,281,9.3
124,4,Seymour School District,Paul Chatfield School,2005-06,40,283,14.1
124,4,Seymour School District,Paul Chatfield School,2006-07,32,290,11
124,4,Seymour School District,Paul Chatfield School,2007-08,29,282,10.3
124,4,Seymour School District,Paul Chatfield School,2008-09,42,309,13.6
124,4,Seymour School District,Paul Chatfield School,2009-10,41,291,14.1
124,4,Seymour School District,Paul Chatfield School,2010-11,47,289,16.3
124,51,Seymour School District,Seymour Middle School,2004-05,110,668,16.5
124,51,Seymour School District,Seymour Middle School,2005-06,96,622,15.4
124,51,Seymour School District,Seymour Middle School,2006-07,91,598,15.2
124,51,Seymour School District,Seymour Middle School,2007-08,80,558,14.3
124,51,Seymour School District,Seymour Middle School,2008-09,107,570,18.8
124,51,Seymour School District,Seymour Middle School,2009-10,133,571,23.3
124,51,Seymour School District,Seymour Middle School,2010-11,151,587,25.7
124,61,Seymour School District,Seymour High School,2004-05,64,891,7.2
124,61,Seymour School District,Seymour High School,2005-06,77,948,8.1
124,61,Seymour School District,Seymour High School,2006-07,108,975,11.1
124,61,Seymour School District,Seymour High School,2007-08,114,862,13.2
124,61,Seymour School District,Seymour High School,2008-09,116,793,14.6
124,61,Seymour School District,Seymour High School,2009-10,152,704,21.6
124,61,Seymour School District,Seymour High School,2010-11,134,642,20.9
125,1,Sharon School District,Sharon Center School,2004-05,33,258,12.8
125,1,Sharon School District,Sharon Center School,2005-06,34,239,14.2
125,1,Sharon School District,Sharon Center School,2006-07,35,231,15.2
125,1,Sharon School District,Sharon Center School,2007-08,30,219,13.7
125,1,Sharon School District,Sharon Center School,2008-09,29,196,14.8
125,1,Sharon School District,Sharon Center School,2009-10,34,205,16.6
125,1,Sharon School District,Sharon Center School,2010-11,37,197,18.8
126,4,Shelton School District,Lafayette School,2004-05,175,377,46.4
126,4,Shelton School District,Lafayette School,2005-06,171,416,41.1
126,4,Shelton School District,Lafayette School,2006-07,177,419,42.2
126,4,Shelton School District,Lafayette School,2007-08,170,385,44.2
126,4,Shelton School District,Lafayette School,2008-09,177,364,48.6
126,4,Shelton School District,Lafayette School,2009-10,184,320,57.5
126,5,Shelton School District,Elizabeth Shelton School,2004-05,31,588,5.3
126,5,Shelton School District,Elizabeth Shelton School,2005-06,30,607,4.9
126,5,Shelton School District,Elizabeth Shelton School,2006-07,16,576,2.8
126,5,Shelton School District,Elizabeth Shelton School,2007-08,26,553,4.7
126,5,Shelton School District,Elizabeth Shelton School,2008-09,42,605,6.9
126,5,Shelton School District,Elizabeth Shelton School,2009-10,43,590,7.3
126,5,Shelton School District,Elizabeth Shelton School,2010-11,73,478,15.3
126,6,Shelton School District,Sunnyside School,2004-05,39,382,10.2
126,6,Shelton School District,Sunnyside School,2005-06,52,390,13.3
126,6,Shelton School District,Sunnyside School,2006-07,49,379,12.9
126,6,Shelton School District,Sunnyside School,2007-08,60,379,15.8
126,6,Shelton School District,Sunnyside School,2008-09,58,291,19.9
126,6,Shelton School District,Sunnyside School,2009-10,60,318,18.9
126,6,Shelton School District,Sunnyside School,2010-11,77,261,29.5
126,8,Shelton School District,Long Hill School,2004-05,64,555,11.5
126,8,Shelton School District,Long Hill School,2005-06,55,574,9.6
126,8,Shelton School District,Long Hill School,2006-07,51,584,8.7
126,8,Shelton School District,Long Hill School,2007-08,58,609,9.5
126,8,Shelton School District,Long Hill School,2008-09,86,618,13.9
126,8,Shelton School District,Long Hill School,2009-10,95,600,15.8
126,8,Shelton School District,Long Hill School,2010-11,105,440,23.9
126,9,Shelton School District,Mohegan School,2004-05,19,605,3.1
126,9,Shelton School District,Mohegan School,2005-06,15,611,2.5
126,9,Shelton School District,Mohegan School,2006-07,14,616,2.3
126,9,Shelton School District,Mohegan School,2007-08,14,628,2.2
126,9,Shelton School District,Mohegan School,2008-09,18,639,2.8
126,9,Shelton School District,Mohegan School,2009-10,31,645,4.8
126,9,Shelton School District,Mohegan School,2010-11,25,420,6
126,10,Shelton School District,Booth Hill School,2004-05,25,483,5.2
126,10,Shelton School District,Booth Hill School,2005-06,26,473,5.5
