District ID,School ID,District Name,School Name,School Year,Number Eligible for Free/ Reduced Price Lunch,Total Enrollment,Percent Eligible for Free/ Reduced Lunch
1,1,Andover School District,Andover Elementary School,2004-05,21,383,5.5
1,1,Andover School District,Andover Elementary School,2005-06,14,360,3.9
1,1,Andover School District,Andover Elementary School,2006-07,24,341,7
1,1,Andover School District,Andover Elementary School,2007-08,14,347,4
1,1,Andover School District,Andover Elementary School,2008-09,22,334,6.6
1,1,Andover School District,Andover Elementary School,2009-10,34,336,10.1
1,1,Andover School District,Andover Elementary School,2010-11,39,334,11.7
2,3,Ansonia School District,Mead School,2004-05,290,651,44.5
2,3,Ansonia School District,Mead School,2005-06,294,614,47.9
2,3,Ansonia School District,Mead School,2006-07,289,574,50.3
2,3,Ansonia School District,Mead School,2007-08,287,599,47.9
2,3,Ansonia School District,Mead School,2008-09,356,616,57.8
2,3,Ansonia School District,Mead School,2009-10,407,660,61.7
2,3,Ansonia School District,Mead School,2010-11,431,642,67.1
2,8,Ansonia School District,Prendergast School,2004-05,363,685,53
2,8,Ansonia School District,Prendergast School,2005-06,349,729,47.9
2,8,Ansonia School District,Prendergast School,2006-07,393,798,49.2
2,8,Ansonia School District,Prendergast School,2007-08,390,776,50.3
2,8,Ansonia School District,Prendergast School,2008-09,396,759,52.2
2,8,Ansonia School District,Prendergast School,2009-10,518,811,63.9
2,8,Ansonia School District,Prendergast School,2010-11,504,787,64
2,51,Ansonia School District,Ansonia Middle School,2004-05,345,688,50.1
2,51,Ansonia School District,Ansonia Middle School,2005-06,325,671,48.4
2,51,Ansonia School District,Ansonia Middle School,2006-07,304,619,49.1
2,51,Ansonia School District,Ansonia Middle School,2007-08,309,596,51.8
2,51,Ansonia School District,Ansonia Middle School,2008-09,325,582,55.8
2,51,Ansonia School District,Ansonia Middle School,2009-10,221,477,46.3
2,51,Ansonia School District,Ansonia Middle School,2010-11,219,458,47.8
2,61,Ansonia School District,Ansonia High School,2004-05,255,681,37.4
2,61,Ansonia School District,Ansonia High School,2005-06,275,700,39.3
2,61,Ansonia School District,Ansonia High School,2006-07,314,735,42.7
2,61,Ansonia School District,Ansonia High School,2007-08,324,759,42.7
2,61,Ansonia School District,Ansonia High School,2008-09,378,717,52.7
2,61,Ansonia School District,Ansonia High School,2009-10,444,777,57.1
2,61,Ansonia School District,Ansonia High School,2010-11,427,732,58.3
3,1,Ashford School District,Ashford School,2004-05,89,577,15.4
3,1,Ashford School District,Ashford School,2005-06,84,556,15.1
3,1,Ashford School District,Ashford School,2006-07,82,524,15.6
3,1,Ashford School District,Ashford School,2007-08,71,500,14.2
3,1,Ashford School District,Ashford School,2008-09,92,485,19
3,1,Ashford School District,Ashford School,2009-10,104,475,21.9
3,1,Ashford School District,Ashford School,2010-11,109,476,22.9
4,3,Avon School District,Roaring Brook School,2004-05,6,691,0.9
4,3,Avon School District,Roaring Brook School,2005-06,8,757,1.1
4,3,Avon School District,Roaring Brook School,2006-07,13,757,1.7
4,3,Avon School District,Roaring Brook School,2007-08,19,776,2.4
4,3,Avon School District,Roaring Brook School,2008-09,18,750,2.4
4,3,Avon School District,Roaring Brook School,2009-10,19,682,2.8
4,3,Avon School District,Roaring Brook School,2010-11,29,651,4.5
4,4,Avon School District,Pine Grove School,2004-05,21,598,3.5
4,4,Avon School District,Pine Grove School,2005-06,16,602,2.7
4,4,Avon School District,Pine Grove School,2006-07,24,599,4
4,4,Avon School District,Pine Grove School,2007-08,25,616,4.1
4,4,Avon School District,Pine Grove School,2008-09,28,610,4.6
4,4,Avon School District,Pine Grove School,2009-10,40,656,6.1
4,4,Avon School District,Pine Grove School,2010-11,42,628,6.7
4,5,Avon School District,Thompson Brook School,2004-05,5,553,0.9
4,5,Avon School District,Thompson Brook School,2005-06,5,563,0.9
4,5,Avon School District,Thompson Brook School,2006-07,9,581,1.5
4,5,Avon School District,Thompson Brook School,2007-08,25,590,4.2
4,5,Avon School District,Thompson Brook School,2008-09,24,557,4.3
4,5,Avon School District,Thompson Brook School,2009-10,29,568,5.1
4,5,Avon School District,Thompson Brook School,2010-11,32,594,5.4
4,51,Avon School District,Avon Middle School,2004-05,15,570,2.6
4,51,Avon School District,Avon Middle School,2005-06,11,561,2
4,51,Avon School District,Avon Middle School,2006-07,16,580,2.8
4,51,Avon School District,Avon Middle School,2007-08,10,582,1.7
4,51,Avon School District,Avon Middle School,2008-09,14,589,2.4
4,51,Avon School District,Avon Middle School,2009-10,25,601,4.2
4,51,Avon School District,Avon Middle School,2010-11,32,584,5.5
4,61,Avon School District,Avon High School,2004-05,14,898,1.6
4,61,Avon School District,Avon High School,2005-06,14,896,1.6
4,61,Avon School District,Avon High School,2006-07,20,989,2
4,61,Avon School District,Avon High School,2007-08,19,1036,1.8
4,61,Avon School District,Avon High School,2008-09,29,1052,2.8
4,61,Avon School District,Avon High School,2009-10,36,1079,3.3
4,61,Avon School District,Avon High School,2010-11,55,1088,5.1
5,1,Barkhamsted School District,Barkhamsted Elementary School,2004-05,18,339,5.3
5,1,Barkhamsted School District,Barkhamsted Elementary School,2005-06,18,340,5.3
5,1,Barkhamsted School District,Barkhamsted Elementary School,2006-07,19,336,5.7
5,1,Barkhamsted School District,Barkhamsted Elementary School,2007-08,17,328,5.2
5,1,Barkhamsted School District,Barkhamsted Elementary School,2008-09,25,341,7.3
5,1,Barkhamsted School District,Barkhamsted Elementary School,2009-10,17,345,4.9
5,1,Barkhamsted School District,Barkhamsted Elementary School,2010-11,24,343,7
7,1,Berlin School District,Richard D. Hubbard School,2004-05,12,290,4.1
7,1,Berlin School District,Richard D. Hubbard School,2005-06,12,282,4.3
7,1,Berlin School District,Richard D. Hubbard School,2006-07,13,270,4.8
7,1,Berlin School District,Richard D. Hubbard School,2007-08,9,263,3.4
7,1,Berlin School District,Richard D. Hubbard School,2008-09,12,264,4.5
7,1,Berlin School District,Richard D. Hubbard School,2009-10,17,252,6.7
7,1,Berlin School District,Richard D. Hubbard School,2010-11,21,262,8
7,4,Berlin School District,Emma Hart Willard School,2004-05,50,616,8.1
7,4,Berlin School District,Emma Hart Willard School,2005-06,29,614,4.7
7,4,Berlin School District,Emma Hart Willard School,2006-07,47,588,8
7,4,Berlin School District,Emma Hart Willard School,2007-08,42,577,7.3
7,4,Berlin School District,Emma Hart Willard School,2008-09,59,601,9.8
7,4,Berlin School District,Emma Hart Willard School,2009-10,46,588,7.8
7,4,Berlin School District,Emma Hart Willard School,2010-11,54,533,10.1
7,5,Berlin School District,Mary E. Griswold School,2004-05,25,607,4.1
7,5,Berlin School District,Mary E. Griswold School,2005-06,33,592,5.6
7,5,Berlin School District,Mary E. Griswold School,2006-07,25,604,4.1
7,5,Berlin School District,Mary E. Griswold School,2007-08,33,589,5.6
7,5,Berlin School District,Mary E. Griswold School,2008-09,28,584,4.8
7,5,Berlin School District,Mary E. Griswold School,2009-10,32,564,5.7
7,5,Berlin School District,Mary E. Griswold School,2010-11,44,585,7.5
7,51,Berlin School District,Catherine M. McGee Middle School,2004-05,59,736,8
7,51,Berlin School District,Catherine M. McGee Middle School,2005-06,40,751,5.3
7,51,Berlin School District,Catherine M. McGee Middle School,2006-07,48,767,6.3
7,51,Berlin School District,Catherine M. McGee Middle School,2007-08,60,777,7.7
7,51,Berlin School District,Catherine M. McGee Middle School,2008-09,60,742,8.1
7,51,Berlin School District,Catherine M. McGee Middle School,2009-10,44,733,6
7,51,Berlin School District,Catherine M. McGee Middle School,2010-11,67,719,9.3
7,61,Berlin School District,Berlin High School,2004-05,45,1103,4.1
7,61,Berlin School District,Berlin High School,2005-06,35,1104,3.2
7,61,Berlin School District,Berlin High School,2006-07,57,1045,5.5
7,61,Berlin School District,Berlin High School,2007-08,57,1061,5.4
7,61,Berlin School District,Berlin High School,2008-09,67,1027,6.5
7,61,Berlin School District,Berlin High School,2009-10,60,1022,5.9
7,61,Berlin School District,Berlin High School,2010-11,88,1017,8.7
8,1,Bethany School District,Bethany Community School,2004-05,19,583,3.3
8,1,Bethany School District,Bethany Community School,2005-06,12,557,2.2
8,1,Bethany School District,Bethany Community School,2006-07,11,557,2
8,1,Bethany School District,Bethany Community School,2007-08,16,569,2.8
8,1,Bethany School District,Bethany Community School,2008-09,15,549,2.7
8,1,Bethany School District,Bethany Community School,2009-10,20,515,3.9
8,1,Bethany School District,Bethany Community School,2010-11,23,511,4.5
9,1,Bethel School District,Frank A. Berry School,2004-05,17,517,3.3
9,1,Bethel School District,Frank A. Berry School,2005-06,19,505,3.8
9,1,Bethel School District,Frank A. Berry School,2006-07,17,498,3.4
9,1,Bethel School District,Frank A. Berry School,2007-08,28,486,5.8
9,1,Bethel School District,Frank A. Berry School,2008-09,32,480,6.7
9,1,Bethel School District,Frank A. Berry School,2009-10,53,497,10.7
9,1,Bethel School District,Frank A. Berry School,2010-11,41,460,8.9
9,4,Bethel School District,Anna H. Rockwell School,2004-05,21,446,4.7
9,4,Bethel School District,Anna H. Rockwell School,2005-06,32,424,7.5
9,4,Bethel School District,Anna H. Rockwell School,2006-07,37,440,8.4
9,4,Bethel School District,Anna H. Rockwell School,2007-08,34,425,8
9,4,Bethel School District,Anna H. Rockwell School,2008-09,43,423,10.2
9,4,Bethel School District,Anna H. Rockwell School,2009-10,57,420,13.6
9,4,Bethel School District,Anna H. Rockwell School,2010-11,44,384,11.5
9,5,Bethel School District,Ralph M. T. Johnson School,2004-05,49,489,10
9,5,Bethel School District,Ralph M. T. Johnson School,2005-06,33,464,7.1
9,5,Bethel School District,Ralph M. T. Johnson School,2006-07,44,468,9.4
9,5,Bethel School District,Ralph M. T. Johnson School,2007-08,56,454,12.3
9,5,Bethel School District,Ralph M. T. Johnson School,2008-09,66,454,14.5
9,5,Bethel School District,Ralph M. T. Johnson School,2009-10,70,435,16.1
9,5,Bethel School District,Ralph M. T. Johnson School,2010-11,70,452,15.5
9,51,Bethel School District,Bethel Middle School,2004-05,78,801,9.7
9,51,Bethel School District,Bethel Middle School,2005-06,76,804,9.5
9,51,Bethel School District,Bethel Middle School,2006-07,68,761,8.9
9,51,Bethel School District,Bethel Middle School,2007-08,69,743,9.3
9,51,Bethel School District,Bethel Middle School,2008-09,94,706,13.3
9,51,Bethel School District,Bethel Middle School,2009-10,123,703,17.5
9,51,Bethel School District,Bethel Middle School,2010-11,121,683,17.7
9,61,Bethel School District,Bethel High School,2004-05,45,1005,4.5
9,61,Bethel School District,Bethel High School,2005-06,56,1024,5.5
9,61,Bethel School District,Bethel High School,2006-07,68,1063,6.4
9,61,Bethel School District,Bethel High School,2007-08,75,1034,7.3
9,61,Bethel School District,Bethel High School,2008-09,104,1010,10.3
9,61,Bethel School District,Bethel High School,2009-10,106,987,10.7
9,61,Bethel School District,Bethel High School,2010-11,131,959,13.7
11,3,Bloomfield School District,J. P. Vincent School,2004-05,141,369,38.2
11,3,Bloomfield School District,J. P. Vincent School,2005-06,164,371,44.2
11,3,Bloomfield School District,J. P. Vincent School,2006-07,141,329,42.9
11,3,Bloomfield School District,J. P. Vincent School,2007-08,115,315,36.5
11,3,Bloomfield School District,J. P. Vincent School,2008-09,134,316,42.4
11,3,Bloomfield School District,J. P. Vincent School,2009-10,113,254,44.5
11,3,Bloomfield School District,J. P. Vincent School,2010-11,178,351,50.7
11,5,Bloomfield School District,Metacomet School,2004-05,106,240,44.2
11,5,Bloomfield School District,Metacomet School,2005-06,96,230,41.7
11,5,Bloomfield School District,Metacomet School,2006-07,128,265,48.3
11,5,Bloomfield School District,Metacomet School,2007-08,105,238,44.1
11,5,Bloomfield School District,Metacomet School,2008-09,121,233,51.9
11,5,Bloomfield School District,Metacomet School,2009-10,103,182,56.6
11,6,Bloomfield School District,Laurel School,2004-05,117,272,43
11,6,Bloomfield School District,Laurel School,2005-06,113,278,40.6
11,6,Bloomfield School District,Laurel School,2006-07,116,282,41.1
11,6,Bloomfield School District,Laurel School,2007-08,114,268,42.5
11,6,Bloomfield School District,Laurel School,2008-09,115,265,43.4
11,6,Bloomfield School District,Laurel School,2009-10,119,264,45.1
11,6,Bloomfield School District,Laurel School,2010-11,144,281,51.2
11,7,Bloomfield School District,Carmen Arace Intermediate School,2004-05,167,389,42.9
11,7,Bloomfield School District,Carmen Arace Intermediate School,2005-06,137,347,39.5
11,7,Bloomfield School District,Carmen Arace Intermediate School,2006-07,150,316,47.5
11,7,Bloomfield School District,Carmen Arace Intermediate School,2007-08,158,348,45.4
11,7,Bloomfield School District,Carmen Arace Intermediate School,2008-09,156,313,49.8
11,7,Bloomfield School District,Carmen Arace Intermediate School,2009-10,153,294,52
11,7,Bloomfield School District,Carmen Arace Intermediate School,2010-11,168,305,55.1
11,8,Bloomfield School District,Wintonbury Early Childhood Magnet School,2009-10,31,254,12.2
11,8,Bloomfield School District,Wintonbury Early Childhood Magnet School,2010-11,62,312,19.9
11,52,Bloomfield School District,Carmen Arace Middle School,2004-05,138,371,37.2
11,52,Bloomfield School District,Carmen Arace Middle School,2005-06,142,368,38.6
11,52,Bloomfield School District,Carmen Arace Middle School,2006-07,164,355,46.2
11,52,Bloomfield School District,Carmen Arace Middle School,2007-08,142,342,41.5
11,52,Bloomfield School District,Carmen Arace Middle School,2008-09,155,302,51.3
11,52,Bloomfield School District,Carmen Arace Middle School,2009-10,177,314,56.4
11,52,Bloomfield School District,Carmen Arace Middle School,2010-11,145,265,54.7
11,61,Bloomfield School District,Bloomfield High School,2004-05,233,725,32.1
11,61,Bloomfield School District,Bloomfield High School,2005-06,215,684,31.4
11,61,Bloomfield School District,Bloomfield High School,2006-07,271,631,42.9
11,61,Bloomfield School District,Bloomfield High School,2007-08,215,626,34.3
11,61,Bloomfield School District,Bloomfield High School,2008-09,272,646,42.1
11,61,Bloomfield School District,Bloomfield High School,2009-10,290,630,46
11,61,Bloomfield School District,Bloomfield High School,2010-11,292,593,49.2
11,62,Bloomfield School District,The Big Picture High School,2005-06,8,30,26.7
11,62,Bloomfield School District,The Big Picture High School,2006-07,17,60,28.3
11,62,Bloomfield School District,The Big Picture High School,2007-08,36,79,45.6
11,62,Bloomfield School District,The Big Picture High School,2008-09,38,83,45.8
11,62,Bloomfield School District,The Big Picture High School,2009-10,37,88,42
11,62,Bloomfield School District,The Big Picture High School,2010-11,43,89,48.3
12,1,Bolton School District,Bolton Center School,2004-05,79,626,12.6
12,1,Bolton School District,Bolton Center School,2005-06,40,631,6.3
12,1,Bolton School District,Bolton Center School,2006-07,41,629,6.5
12,1,Bolton School District,Bolton Center School,2007-08,39,600,6.5
12,1,Bolton School District,Bolton Center School,2008-09,49,583,8.4
12,1,Bolton School District,Bolton Center School,2009-10,56,583,9.6
12,1,Bolton School District,Bolton Center School,2010-11,68,567,12
12,61,Bolton School District,Bolton High School,2004-05,15,307,4.9
12,61,Bolton School District,Bolton High School,2005-06,16,300,5.3
12,61,Bolton School District,Bolton High School,2006-07,16,286,5.6
12,61,Bolton School District,Bolton High School,2007-08,12,272,4.4
12,61,Bolton School District,Bolton High School,2008-09,6,278,2.2
12,61,Bolton School District,Bolton High School,2009-10,21,297,7.1
12,61,Bolton School District,Bolton High School,2010-11,33,330,10
13,1,Bozrah School District,Fields Memorial School,2004-05,33,283,11.7
13,1,Bozrah School District,Fields Memorial School,2005-06,53,277,19.1
13,1,Bozrah School District,Fields Memorial School,2006-07,70,273,25.6
13,1,Bozrah School District,Fields Memorial School,2007-08,36,264,13.6
13,1,Bozrah School District,Fields Memorial School,2008-09,33,256,12.9
13,1,Bozrah School District,Fields Memorial School,2009-10,42,256,16.4
13,1,Bozrah School District,Fields Memorial School,2010-11,43,234,18.4
14,14,Branford School District,Mary T. Murphy School,2004-05,89,444,20
14,14,Branford School District,Mary T. Murphy School,2005-06,85,421,20.2
14,14,Branford School District,Mary T. Murphy School,2006-07,86,382,22.5
14,14,Branford School District,Mary T. Murphy School,2007-08,91,416,21.9
14,14,Branford School District,Mary T. Murphy School,2008-09,110,409,26.9
14,14,Branford School District,Mary T. Murphy School,2009-10,120,433,27.7
14,14,Branford School District,Mary T. Murphy School,2010-11,100,431,23.2
14,15,Branford School District,Mary R. Tisko School,2004-05,55,450,12.2
14,15,Branford School District,Mary R. Tisko School,2005-06,38,462,8.2
14,15,Branford School District,Mary R. Tisko School,2006-07,50,480,10.4
14,15,Branford School District,Mary R. Tisko School,2007-08,44,430,10.2
14,15,Branford School District,Mary R. Tisko School,2008-09,53,436,12.2
14,15,Branford School District,Mary R. Tisko School,2009-10,55,428,12.9
14,15,Branford School District,Mary R. Tisko School,2010-11,54,426,12.7
14,16,Branford School District,John B. Sliney School,2004-05,48,371,12.9
14,16,Branford School District,John B. Sliney School,2005-06,41,367,11.2
14,16,Branford School District,John B. Sliney School,2006-07,51,357,14.3
14,16,Branford School District,John B. Sliney School,2007-08,51,345,14.8
14,16,Branford School District,John B. Sliney School,2008-09,72,363,19.8
14,16,Branford School District,John B. Sliney School,2009-10,92,361,25.5
14,16,Branford School District,John B. Sliney School,2010-11,96,368,26.1
14,51,Branford School District,Francis Walsh Intermediate School,2004-05,188,1105,17
14,51,Branford School District,Francis Walsh Intermediate School,2005-06,176,1117,15.8
14,51,Branford School District,Francis Walsh Intermediate School,2006-07,148,1097,13.5
14,51,Branford School District,Francis Walsh Intermediate School,2007-08,146,1082,13.5
14,51,Branford School District,Francis Walsh Intermediate School,2008-09,207,1083,19.1
14,51,Branford School District,Francis Walsh Intermediate School,2009-10,227,1113,20.4
14,51,Branford School District,Francis Walsh Intermediate School,2010-11,219,1040,21.1
14,61,Branford School District,Branford High School,2004-05,85,1176,7.2
14,61,Branford School District,Branford High School,2005-06,107,1183,9
14,61,Branford School District,Branford High School,2006-07,109,1201,9.1
14,61,Branford School District,Branford High School,2007-08,121,1145,10.6
14,61,Branford School District,Branford High School,2008-09,160,1111,14.4
14,61,Branford School District,Branford High School,2009-10,160,1109,14.4
14,61,Branford School District,Branford High School,2010-11,162,1098,14.8
15,1,Bridgeport School District,Barnum School,2004-05,505,509,99.2
15,1,Bridgeport School District,Barnum School,2005-06,442,442,100
15,1,Bridgeport School District,Barnum School,2006-07,260,262,99.2
15,1,Bridgeport School District,Barnum School,2007-08,279,280,99.6
15,1,Bridgeport School District,Barnum School,2008-09,599,600,99.8
15,1,Bridgeport School District,Barnum School,2009-10,631,631,100
15,1,Bridgeport School District,Barnum School,2010-11,631,633,99.7
15,2,Bridgeport School District,Beardsley School,2004-05,551,565,97.5
15,2,Bridgeport School District,Beardsley School,2005-06,599,599,100
15,2,Bridgeport School District,Beardsley School,2006-07,584,596,98
15,2,Bridgeport School District,Beardsley School,2007-08,603,606,99.5
15,2,Bridgeport School District,Beardsley School,2008-09,390,392,99.5
15,2,Bridgeport School District,Beardsley School,2009-10,373,375,99.5
15,2,Bridgeport School District,Beardsley School,2010-11,367,369,99.5
15,3,Bridgeport School District,Black Rock School,2004-05,342,343,99.7
15,3,Bridgeport School District,Black Rock School,2005-06,314,314,100
15,3,Bridgeport School District,Black Rock School,2006-07,334,343,97.4
15,3,Bridgeport School District,Black Rock School,2007-08,269,272,98.9
15,3,Bridgeport School District,Black Rock School,2008-09,232,234,99.1
15,3,Bridgeport School District,Black Rock School,2009-10,255,257,99.2
15,3,Bridgeport School District,Black Rock School,2010-11,282,283,99.6
15,4,Bridgeport School District,Bryant School,2004-05,430,436,98.6
15,4,Bridgeport School District,Bryant School,2005-06,420,420,100
15,4,Bridgeport School District,Bryant School,2006-07,369,387,95.3
15,4,Bridgeport School District,Bryant School,2007-08,413,413,100
15,4,Bridgeport School District,Bryant School,2008-09,440,440,100
15,4,Bridgeport School District,Bryant School,2009-10,400,400,100
15,4,Bridgeport School District,Bryant School,2010-11,439,439,100
15,5,Bridgeport School District,Columbus School,2004-05,848,851,99.6
15,5,Bridgeport School District,Columbus School,2005-06,819,819,100
15,5,Bridgeport School District,Columbus School,2006-07,817,839,97.4
15,5,Bridgeport School District,Columbus School,2007-08,763,763,100
15,5,Bridgeport School District,Columbus School,2008-09,629,629,100
15,5,Bridgeport School District,Columbus School,2009-10,681,682,99.9
15,5,Bridgeport School District,Columbus School,2010-11,661,663,99.7
15,7,Bridgeport School District,Edison School,2004-05,406,427,95.1
15,7,Bridgeport School District,Edison School,2005-06,412,412,100
15,7,Bridgeport School District,Edison School,2006-07,397,420,94.5
15,7,Bridgeport School District,Edison School,2007-08,403,408,98.8
15,7,Bridgeport School District,Edison School,2008-09,315,317,99.4
15,7,Bridgeport School District,Edison School,2009-10,266,266,100
15,7,Bridgeport School District,Edison School,2010-11,255,255,100
15,9,Bridgeport School District,Garfield School,2004-05,296,298,99.3
15,9,Bridgeport School District,Garfield School,2005-06,287,287,100
15,9,Bridgeport School District,Garfield School,2006-07,281,289,97.2
15,9,Bridgeport School District,Garfield School,2007-08,279,280,99.6
15,10,Bridgeport School District,Luis Munoz Marin School,2004-05,865,870,99.4
15,10,Bridgeport School District,Luis Munoz Marin School,2005-06,867,867,100
15,10,Bridgeport School District,Luis Munoz Marin School,2006-07,831,857,97
15,10,Bridgeport School District,Luis Munoz Marin School,2007-08,846,847,99.9
15,10,Bridgeport School District,Luis Munoz Marin School,2008-09,853,854,99.9
15,10,Bridgeport School District,Luis Munoz Marin School,2009-10,866,867,99.9
15,10,Bridgeport School District,Luis Munoz Marin School,2010-11,854,855,99.9
15,11,Bridgeport School District,Hall School,2004-05,335,337,99.4
15,11,Bridgeport School District,Hall School,2005-06,347,347,100
15,11,Bridgeport School District,Hall School,2006-07,313,325,96.3
15,11,Bridgeport School District,Hall School,2007-08,343,344,99.7
15,11,Bridgeport School District,Hall School,2008-09,271,273,99.3
15,11,Bridgeport School District,Hall School,2009-10,276,277,99.6
15,11,Bridgeport School District,Hall School,2010-11,305,305,100
15,12,Bridgeport School District,Hallen School,2004-05,366,406,90.1
15,12,Bridgeport School District,Hallen School,2005-06,374,374,100
15,12,Bridgeport School District,Hallen School,2006-07,322,354,91
15,12,Bridgeport School District,Hallen School,2007-08,314,322,97.5
15,12,Bridgeport School District,Hallen School,2008-09,348,354,98.3
15,12,Bridgeport School District,Hallen School,2009-10,334,340,98.2
15,12,Bridgeport School District,Hallen School,2010-11,312,316,98.7
15,13,Bridgeport School District,Hooker School,2004-05,454,488,93
15,13,Bridgeport School District,Hooker School,2005-06,477,477,100
15,13,Bridgeport School District,Hooker School,2006-07,425,456,93.2
15,13,Bridgeport School District,Hooker School,2007-08,430,451,95.3
15,13,Bridgeport School District,Hooker School,2008-09,449,470,95.5
15,13,Bridgeport School District,Hooker School,2009-10,439,462,95
15,13,Bridgeport School District,Hooker School,2010-11,443,463,95.7
15,14,Bridgeport School District,Cesar Batalla School,2004-05,695,695,100
15,14,Bridgeport School District,Cesar Batalla School,2005-06,703,703,100
15,14,Bridgeport School District,Cesar Batalla School,2006-07,762,789,96.6
15,14,Bridgeport School District,Cesar Batalla School,2007-08,1153,1162,99.2
15,14,Bridgeport School District,Cesar Batalla School,2008-09,1086,1094,99.3
15,14,Bridgeport School District,Cesar Batalla School,2009-10,1060,1061,99.9
15,14,Bridgeport School District,Cesar Batalla School,2010-11,1062,1063,99.9
15,17,Bridgeport School District,Park City Magnet School,2004-05,451,500,90.2
15,17,Bridgeport School District,Park City Magnet School,2005-06,507,507,100
15,17,Bridgeport School District,Park City Magnet School,2006-07,465,514,90.5
15,17,Bridgeport School District,Park City Magnet School,2007-08,459,501,91.6
15,17,Bridgeport School District,Park City Magnet School,2008-09,463,501,92.4
15,17,Bridgeport School District,Park City Magnet School,2009-10,485,512,94.7
15,17,Bridgeport School District,Park City Magnet School,2010-11,494,511,96.7
15,19,Bridgeport School District,Longfellow School,2004-05,451,454,99.3
15,19,Bridgeport School District,Longfellow School,2005-06,510,510,100
15,19,Bridgeport School District,Longfellow School,2006-07,515,531,97
15,19,Bridgeport School District,Longfellow School,2007-08,473,472,100
15,19,Bridgeport School District,Longfellow School,2008-09,413,413,100
15,19,Bridgeport School District,Longfellow School,2009-10,422,422,100
15,19,Bridgeport School District,Longfellow School,2010-11,426,426,100
15,20,Bridgeport School District,Madison School,2004-05,665,689,96.5
15,20,Bridgeport School District,Madison School,2005-06,668,668,100
15,20,Bridgeport School District,Madison School,2006-07,644,673,95.7
15,20,Bridgeport School District,Madison School,2007-08,560,561,99.8
15,20,Bridgeport School District,Madison School,2008-09,529,531,99.6
15,20,Bridgeport School District,Madison School,2009-10,561,562,99.8
15,20,Bridgeport School District,Madison School,2010-11,543,543,100
15,21,Bridgeport School District,Classical Studies Academy,2004-05,417,429,97.2
15,21,Bridgeport School District,Classical Studies Academy,2005-06,386,386,100
15,21,Bridgeport School District,Classical Studies Academy,2006-07,374,389,96.1
15,21,Bridgeport School District,Classical Studies Academy,2007-08,366,375,97.6
15,21,Bridgeport School District,Classical Studies Academy,2008-09,334,343,97.4
15,21,Bridgeport School District,Classical Studies Academy,2009-10,322,328,98.2
15,21,Bridgeport School District,Classical Studies Academy,2010-11,331,334,99.1
15,22,Bridgeport School District,Jettie S. Tisdale School,2009-10,616,620,99.4
15,22,Bridgeport School District,Jettie S. Tisdale School,2010-11,651,654,99.5
15,23,Bridgeport School District,Newfield School,2004-05,156,159,98.1
15,23,Bridgeport School District,Newfield School,2005-06,153,153,100
15,25,Bridgeport School District,Read School,2004-05,996,1022,97.5
15,25,Bridgeport School District,Read School,2005-06,945,945,100
15,25,Bridgeport School District,Read School,2006-07,900,941,95.6
15,25,Bridgeport School District,Read School,2007-08,890,904,98.5
15,25,Bridgeport School District,Read School,2008-09,911,919,99.1
15,25,Bridgeport School District,Read School,2009-10,860,863,99.7
15,25,Bridgeport School District,Read School,2010-11,820,822,99.8
15,26,Bridgeport School District,Roosevelt School,2004-05,994,998,99.6
15,26,Bridgeport School District,Roosevelt School,2005-06,907,907,100
15,26,Bridgeport School District,Roosevelt School,2006-07,787,827,95.2
15,26,Bridgeport School District,Roosevelt School,2007-08,723,731,98.9
15,26,Bridgeport School District,Roosevelt School,2008-09,549,550,99.8
15,26,Bridgeport School District,Roosevelt School,2009-10,526,526,100
15,26,Bridgeport School District,Roosevelt School,2010-11,462,462,100
15,30,Bridgeport School District,Waltersville School,2004-05,563,568,99.1
15,30,Bridgeport School District,Waltersville School,2005-06,473,473,100
15,30,Bridgeport School District,Waltersville School,2006-07,431,438,98.4
15,30,Bridgeport School District,Waltersville School,2007-08,447,456,98
15,30,Bridgeport School District,Waltersville School,2008-09,553,561,98.6
15,30,Bridgeport School District,Waltersville School,2009-10,514,522,98.5
15,30,Bridgeport School District,Waltersville School,2010-11,532,537,99.1
15,32,Bridgeport School District,Geraldine Johnson School,2009-10,835,839,99.5
15,32,Bridgeport School District,Geraldine Johnson School,2010-11,865,868,99.7
15,36,Bridgeport School District,Winthrop School,2004-05,719,785,91.6
15,36,Bridgeport School District,Winthrop School,2005-06,792,792,100
15,36,Bridgeport School District,Winthrop School,2006-07,746,814,91.6
15,36,Bridgeport School District,Winthrop School,2007-08,722,759,95.1
15,36,Bridgeport School District,Winthrop School,2008-09,683,729,93.7
15,36,Bridgeport School District,Winthrop School,2009-10,692,724,95.6
15,36,Bridgeport School District,Winthrop School,2010-11,714,719,99.3
15,37,Bridgeport School District,Discovery Interdistrict Magnet School,2010-11,130,130,100
15,39,Bridgeport School District,Cross School,2004-05,429,438,97.9
15,39,Bridgeport School District,Cross School,2005-06,473,473,100
15,39,Bridgeport School District,Cross School,2006-07,408,424,96.2
15,39,Bridgeport School District,Cross School,2007-08,398,406,98
15,39,Bridgeport School District,Cross School,2008-09,366,373,98.1
15,39,Bridgeport School District,Cross School,2009-10,379,381,99.5
15,39,Bridgeport School District,Cross School,2010-11,407,408,99.8
15,40,Bridgeport School District,Blackham School,2004-05,1150,1184,97.1
15,40,Bridgeport School District,Blackham School,2005-06,1176,1176,100
